deal_id,deal_date,customer_id,broker_id,property_id,offer_price,final_price,mortgage,loan_rate,status,close_date,channel,lead_source,notes_freeform,price_band
DEAL318056,2021-08-05,CUST102981,BRK50102,PROP202243,5897018,5680150,Yes,10.21,Closed,2021-10-27,Walk-in,Google Ads,urgent,Mid
DEAL318057,2020-05-13,CUST101565,BRK50373,PROP207535,11534896,11644519,No,9.84,Closed,2020-06-13,Social Media,Instagram,??,High
DEAL318058,2023-02-13,CUST102150,BRK50441,PROP203226,10762839,10504850,Yes,7.1,Closed,2023-05-04,Email Campaign,Broker Referral,client wants quick close,High
DEAL318059,2019-05-22,CUST102810,BRK50222,PROP203879,11686328,11921860,Yes,,Cancelled,,Cold Call,Broker Referral,ok,High
DEAL318060,2024-06-02,CUST102884,BRK50090,PROP206677,8663665,8815379,Yes,8.03,Closed,2024-07-25,Email Campaign,Instagram,N/A,High
DEAL318061,2021-03-24,CUST102625,BRK50456,PROP203426,11374624,11904319,No,9.42,Closed,2021-04-11,Social Media,Google Ads,ok,High
DEAL318062,2022-12-19,CUST101762,BRK50337,PROP203624,6170054,6241584,No,-1.0,Closed,2023-03-02,Referral,Broker Referral,N/A,Mid
DEAL318063,2020-08-04,CUST103516,BRK50127,PROP201064,7221772,7739299,Yes,10.55,Cancelled,,Walk-in,Google Ads,urgent,Mid
DEAL318064,2018-02-24,CUST100010,BRK50221,PROP203663,3626977,3821705,No,,Closed,2018-04-03,Walk-in,Instagram,urgent,Mid
DEAL318065,2022-06-27,CUST104550,BRK50074,PROP203650,10197905,10174082,Yes,8.7,Closed,2022-07-31,Cold Call,Billboard,ok,High
DEAL318066,2018-07-30,CUST100005,BRK50329,PROP204683,15669320,15210689,Yes,8.0,Closed,2018-08-20,Referral,Billboard,urgent,Luxury
DEAL318067,2020-08-12,CUST101157,BRK50355,PROP200805,13987903,13742365,Yes,9.46,Closed,2020-09-22,Social Media,Instagram,,High
DEAL318068,2021-01-14,CUST102953,BRK50230,PROP207785,7607813,8057541,No,10.28,Closed,2021-02-20,Referral,Website,client wants quick close,High
DEAL318069,2022-05-19,CUST102247,BRK50101,PROP205281,7087288,7127082,No,7.58,Closed,2022-07-14,Referral,Billboard,,Mid
DEAL318070,2018-12-17,CUST104732,BRK50102,PROP206014,9323388,10040767,Yes,8.66,Cancelled,,Walk-in,Facebook,N/A,High
DEAL318071,2018-07-08,CUST103997,BRK50064,PROP202159,10879771,10829401,Yes,7.75,Closed,2018-10-01,Walk-in,Facebook,na,High
DEAL318072,2023-06-06,CUST100329,BRK50178,PROP205019,11554788,11126628,No,9.72,Closed,2023-07-07,Online Portal,Billboard,ok,High
DEAL318073,2023-05-04,CUST104589,BRK50279,PROP201883,6781037,7030097,No,,Closed,2023-07-19,Email Campaign,Website,na,Mid
DEAL318074,2024-08-15,CUST103500,BRK50398,PROP206501,8766394,8542861,Yes,7.61,Cancelled,,Social Media,Billboard,??,High
DEAL318075,2020-05-16,CUST101135,BRK50324,PROP200253,7956592,7963728,No,11.21,Pending,,Social Media,Billboard,ok,Mid
DEAL318076,2024-12-30,CUST102075,BRK50418,PROP203358,7462153,7938166,No,-1.0,Cancelled,,Walk-in,Broker Referral,client wants quick close,Mid
DEAL318077,2022-09-26,CUST103186,BRK50150,PROP202062,13836919,13533634,No,7.48,Cancelled,,Email Campaign,Broker Referral,client wants quick close,High
DEAL318078,2025-07-06,CUST102099,BRK50103,PROP205535,5622694,5737433,No,11.37,Closed,2025-10-03,Cold Call,Billboard,??,Mid
DEAL318079,2020-12-30,CUST102854,BRK50186,PROP203032,12826065,13350433,No,,Cancelled,,Online Portal,Newspaper,,High
DEAL318080,2023-06-23,CUST100877,BRK50352,PROP207839,8230800,7888697,Yes,7.33,Pending,,Walk-in,Website,na,Mid
DEAL318081,2018-01-11,CUST100861,BRK50032,PROP204145,10120048,10068414,No,8.16,Closed,2018-03-01,Email Campaign,Newspaper,see email,High
DEAL318082,2021-05-08,CUST100613,BRK50399,PROP207528,1545208,1523280,Yes,9.55,Closed,2021-07-24,Cold Call,Newspaper,see email,Low
DEAL318083,2018-03-03,CUST101036,BRK50056,PROP206304,1423567,1411737,Yes,9.09,Pending,,Social Media,Website,N/A,Low
DEAL318084,2024-11-06,CUST102163,BRK50466,PROP206152,6281097,6389099,Yes,8.53,Closed,2024-12-17,Cold Call,Website,ok,Mid
DEAL318085,2020-06-26,CUST103091,BRK50391,PROP207283,5530336,5794833,Yes,,Cancelled,,Walk-in,Broker Referral,na,Mid
DEAL318086,2022-07-29,CUST102979,BRK50387,PROP201585,14444172,14049588,No,8.61,Closed,2022-09-16,Online Portal,Google Ads,client wants quick close,High
DEAL318087,2024-10-17,CUST104993,BRK50356,PROP205613,9474335,10152021,Yes,10.24,Closed,2024-11-07,Walk-in,Newspaper,,High
DEAL318088,2019-09-12,CUST104555,BRK50137,PROP204752,9760301,9777862,No,11.39,Closed,2019-11-24,Referral,Instagram,ok,High
DEAL318089,2021-11-21,CUST102084,BRK50440,PROP205659,2402576,2321454,Yes,8.03,Closed,2021-12-30,Walk-in,Instagram,N/A,Low
DEAL318090,2020-03-13,CUST100799,BRK50359,PROP207657,6679105,6574388,Yes,8.62,Pending,,Social Media,Billboard,ok,Mid
DEAL318091,2020-07-21,CUST103831,BRK50477,PROP202252,13970140,13359289,No,,Cancelled,,Email Campaign,Website,ok,High
DEAL318092,2023-04-05,CUST102469,BRK50200,PROP204454,9524173,9553312,Yes,10.02,Closed,2023-06-03,Social Media,Instagram,??,High
DEAL318093,2021-08-16,CUST102568,BRK50024,PROP203900,14085783,15125700,No,10.98,Closed,2021-10-02,Walk-in,Instagram,ok,Luxury
DEAL318094,2022-07-18,CUST100105,BRK50099,PROP202006,8686796,8736888,Yes,8.53,Closed,2022-09-04,Walk-in,Billboard,ok,High
DEAL318095,2024-06-22,CUST104352,BRK50197,PROP203957,7194384,7119932,Yes,11.5,Closed,2024-07-04,Referral,Instagram,see email,Mid
DEAL318096,2020-06-03,CUST103304,BRK50419,PROP207858,8725653,9090778,No,10.77,Closed,2020-06-28,Walk-in,Website,client wants quick close,High
DEAL318097,2020-10-13,CUST103989,BRK50242,PROP200643,14057289,14630932,No,11.29,Closed,2020-11-26,Walk-in,Instagram,client wants quick close,High
DEAL318098,2021-07-02,CUST102695,BRK50126,PROP203852,4357210,4664078,Yes,8.53,Cancelled,,Social Media,Facebook,urgent,Mid
DEAL318099,2019-10-10,CUST104973,BRK50241,PROP203756,9149616,9000466,No,8.86,Closed,2019-12-24,Online Portal,Website,??,High
DEAL318100,2018-07-09,CUST101677,BRK50124,PROP206912,8127406,8732717,Yes,8.72,Closed,2018-09-07,Cold Call,Google Ads,urgent,High
DEAL318101,2022-03-17,CUST104348,BRK50133,PROP201259,1775358,1887004,Yes,9.65,Closed,2022-06-11,Walk-in,Instagram,na,Low
DEAL318102,2023-05-27,CUST101639,BRK50472,PROP205929,9901820,9681201,Yes,10.67,Closed,2023-07-27,Referral,Newspaper,,High
DEAL318103,2022-01-24,CUST100678,BRK50220,PROP200972,9716630,9514193,Yes,,Closed,2022-04-21,Online Portal,Instagram,??,High
DEAL318104,2019-02-11,CUST103549,BRK50145,PROP200238,14882639,15765100,Yes,10.71,Cancelled,,Referral,Broker Referral,,Luxury
DEAL318105,2018-07-18,CUST100124,BRK50179,PROP207932,2384524,2377186,Yes,9.02,Cancelled,,Social Media,Billboard,??,Low
DEAL318106,2022-10-19,CUST103551,BRK50442,PROP205253,15103185,14535384,Yes,10.3,Closed,2022-11-15,Cold Call,Newspaper,see email,High
DEAL318107,2019-02-14,CUST104119,BRK50269,PROP203085,7980231,7986570,Yes,8.48,Closed,2019-03-08,Social Media,Newspaper,client wants quick close,Mid
DEAL318108,2020-03-18,CUST104462,BRK50115,PROP203099,10375326,10482587,No,,Closed,2020-04-09,Walk-in,Instagram,client wants quick close,High
DEAL318109,2018-12-20,CUST102429,BRK50238,PROP204535,4936570,5009406,Yes,,Pending,,Walk-in,Billboard,??,Mid
DEAL318110,2025-08-09,CUST102547,BRK50218,PROP205016,4501949,4533637,Yes,,Closed,2025-09-21,Walk-in,Newspaper,urgent,Mid
DEAL318111,2020-12-16,CUST101463,BRK50418,PROP200073,10439355,11137770,No,11.05,Pending,,Walk-in,Broker Referral,urgent,High
DEAL318112,2021-08-08,CUST104270,BRK50073,PROP204311,8101089,7988714,Yes,8.43,Closed,2021-09-14,Cold Call,Facebook,urgent,Mid
DEAL318113,2020-02-29,CUST103707,BRK50271,PROP207843,6045057,5862933,Yes,7.03,Closed,2020-03-31,Email Campaign,Google Ads,ok,Mid
DEAL318114,2023-12-29,CUST104191,BRK50340,PROP201649,12291621,12363307,Yes,10.75,Closed,2024-03-25,Walk-in,Billboard,N/A,High
DEAL318115,2021-07-30,CUST103268,BRK50072,PROP202345,3558742,3522152,Yes,10.67,Pending,,Walk-in,Facebook,urgent,Mid
DEAL318116,2022-03-06,CUST100615,BRK50275,PROP202078,6697730,7011910,Yes,9.15,Cancelled,,Email Campaign,Billboard,see email,Mid
DEAL318117,2019-06-10,CUST101318,BRK50160,PROP204774,6545247,6343708,Yes,9.94,Closed,2019-07-11,Referral,Website,see email,Mid
DEAL318118,2019-10-07,CUST102794,BRK50210,PROP203794,9082906,8682792,Yes,8.28,Closed,2019-11-07,Cold Call,Billboard,ok,High
DEAL318119,2019-12-12,CUST101113,BRK50349,PROP206374,12315775,12217142,Yes,10.32,Closed,2020-03-04,Email Campaign,Google Ads,??,High
DEAL318120,2018-05-30,CUST103895,BRK50039,PROP201342,11408220,10982403,No,,Closed,2018-06-28,Email Campaign,Broker Referral,na,High
DEAL318121,2022-08-20,CUST102571,BRK50392,PROP202013,8053561,8632435,Yes,11.3,Closed,2022-10-16,Online Portal,Instagram,urgent,High
DEAL318122,2018-02-27,CUST100114,BRK50179,PROP202740,12216807,,No,7.11,Closed,2018-05-07,Online Portal,Newspaper,??,
DEAL318123,2025-07-23,CUST102002,BRK50323,PROP203193,4550451,4813685,Yes,10.43,Closed,2025-10-13,Cold Call,Google Ads,ok,Mid
DEAL318124,2018-06-13,CUST103843,BRK50424,PROP201953,2358184,2493923,Yes,10.09,Closed,2018-09-09,Social Media,Facebook,,Low
DEAL318125,2024-11-14,CUST101495,BRK50065,PROP201892,12162427,12454916,Yes,11.31,Closed,2024-11-25,Referral,Newspaper,see email,High
DEAL318126,2023-08-30,CUST102899,BRK50140,PROP203534,13224215,13587548,No,,Closed,2023-10-07,Walk-in,Newspaper,N/A,High
DEAL318127,2020-06-19,CUST100847,BRK50423,PROP203942,13242008,13079387,Yes,9.01,Closed,2020-07-23,Social Media,Instagram,client wants quick close,High
DEAL318128,2021-08-04,CUST104439,BRK50223,PROP201715,6145795,6195692,No,7.16,Closed,2021-10-08,Referral,Website,ok,Mid
DEAL318129,2023-02-10,CUST100252,BRK50405,PROP205514,11215351,11085298,Yes,10.14,Closed,2023-03-02,Online Portal,Google Ads,na,High
DEAL318130,2019-04-16,CUST100197,BRK50039,PROP206062,8018059,7720674,No,7.63,Closed,2019-05-27,Cold Call,Newspaper,client wants quick close,Mid
DEAL318131,2018-12-04,CUST100529,BRK50308,PROP205489,10018288,10616560,Yes,9.44,Closed,2018-12-22,Referral,Broker Referral,N/A,High
DEAL318132,2022-12-27,CUST103684,BRK50012,PROP200472,8529381,8268593,Yes,10.98,Pending,,Online Portal,Billboard,N/A,High
DEAL318133,2022-05-13,CUST101350,BRK50261,PROP203717,2277081,2212742,Yes,8.86,Closed,2022-05-24,Walk-in,Newspaper,urgent,Low
DEAL318134,2019-11-02,CUST102528,BRK50049,PROP205125,2986093,3199148,Yes,8.78,Closed,2020-01-09,Referral,Google Ads,ok,Mid
DEAL318135,2020-01-26,CUST102435,BRK50469,PROP201675,4890877,5209818,Yes,-1.0,Closed,2020-04-02,Referral,Instagram,ok,Mid
DEAL318136,2024-10-16,CUST100112,BRK50495,PROP204633,11940934,12201541,Yes,10.72,Pending,,Cold Call,Facebook,N/A,High
DEAL318137,2019-08-10,CUST100220,BRK50151,PROP204466,7824119,8405167,Yes,8.36,Closed,2019-10-21,Walk-in,Broker Referral,??,High
DEAL318138,2021-01-06,CUST101177,BRK50017,PROP200229,12757601,12542642,Yes,7.98,Closed,2021-01-31,Cold Call,Website,see email,High
DEAL318139,2018-10-23,CUST101012,BRK50044,PROP201301,6785546,6603320,Yes,9.76,Closed,2018-12-19,Online Portal,Instagram,na,Mid
DEAL318140,2024-09-21,CUST103017,BRK50187,PROP203724,9031002,9034780,No,7.06,Closed,2024-12-12,Referral,Instagram,??,High
DEAL318141,2020-12-05,CUST102977,BRK50450,PROP204338,16064046,15964723,No,10.14,Closed,2021-02-02,Cold Call,Website,N/A,Luxury
DEAL318142,2024-07-01,CUST103124,BRK50146,PROP206963,10811276,11141988,Yes,7.15,Pending,,Walk-in,Newspaper,see email,High
DEAL318143,2023-09-01,CUST100752,BRK50467,PROP202762,13588863,14590995,No,7.31,Cancelled,,Referral,Google Ads,see email,High
DEAL318144,2022-05-08,CUST101585,BRK50027,PROP207110,1532973,1487002,No,11.29,Closed,2022-08-04,Social Media,Newspaper,N/A,Low
DEAL318145,2021-09-08,CUST100889,BRK50155,PROP205163,8987462,8831201,Yes,9.62,Pending,,Referral,Instagram,client wants quick close,High
DEAL318146,2019-09-20,CUST100987,BRK50159,PROP207385,3793977,3610189,No,10.56,Cancelled,,Email Campaign,Newspaper,na,Mid
DEAL318147,2025-03-21,CUST101675,BRK50472,PROP205802,7909075,7531502,No,7.87,Cancelled,,Social Media,Website,??,Mid
DEAL318148,2019-07-30,CUST101643,BRK50103,PROP203539,6592112,6840915,Yes,10.4,Closed,2019-10-03,Online Portal,Billboard,na,Mid
DEAL318149,2025-02-16,CUST100043,BRK50300,PROP200636,13434782,14426253,No,,Closed,2025-04-27,Email Campaign,Instagram,see email,High
DEAL318150,2020-12-15,CUST103356,BRK50318,PROP204237,5909418,5752018,Yes,-1.0,Closed,2020-12-28,Referral,Broker Referral,,Mid
DEAL318151,2021-05-10,CUST103228,BRK50351,PROP201226,12960976,13572107,Yes,-1.0,Closed,2021-07-17,Cold Call,Broker Referral,,High
DEAL318152,2021-09-21,CUST102551,BRK50431,PROP202113,8706830,8335330,Yes,8.94,Closed,2021-11-09,Walk-in,Broker Referral,N/A,High
DEAL318153,2021-02-25,CUST100371,BRK50273,PROP204011,12216194,12111133,Yes,10.32,Pending,,Cold Call,Instagram,N/A,High
DEAL318154,2020-01-20,CUST104589,BRK50129,PROP202955,13134646,13591359,No,7.43,Closed,2020-04-12,Referral,Billboard,na,High
DEAL318155,2022-05-11,CUST100699,BRK50056,PROP200743,12390458,,No,9.15,Closed,2022-08-06,Walk-in,Broker Referral,urgent,
DEAL318156,2023-05-31,CUST103693,BRK50403,PROP207903,6930140,6966837,No,8.01,Pending,,Referral,Billboard,N/A,Mid
DEAL318157,2018-05-17,CUST101228,BRK50195,PROP204726,3715321,3695517,Yes,7.27,Closed,2018-06-29,Walk-in,Billboard,na,Mid
DEAL318158,2021-08-25,CUST102710,BRK50230,PROP203659,11609305,12244744,No,10.68,Cancelled,,Cold Call,Billboard,,High
DEAL318159,2019-12-30,CUST104911,BRK50243,PROP205668,7950422,7932049,No,11.42,Closed,2020-02-09,Walk-in,Facebook,N/A,Mid
DEAL318160,2022-03-12,CUST101415,BRK50346,PROP200713,7125658,7273125,Yes,7.62,Closed,2022-05-29,Cold Call,Website,client wants quick close,Mid
DEAL318161,2019-08-04,CUST104808,BRK50494,PROP206669,12588005,12940195,Yes,9.67,Closed,2019-10-26,Referral,Facebook,client wants quick close,High
DEAL318162,2018-03-10,CUST104805,BRK50063,PROP205576,6345393,6668539,Yes,,Closed,2018-04-15,Cold Call,Newspaper,see email,Mid
DEAL318163,2020-05-21,CUST104987,BRK50237,PROP207528,1650668,1689306,No,10.05,Closed,2020-08-08,Email Campaign,Facebook,na,Low
DEAL318164,2018-07-28,CUST102911,BRK50280,PROP207545,9575004,10198437,No,9.94,Cancelled,,Email Campaign,Newspaper,,High
DEAL318165,2018-05-31,CUST100452,BRK50010,PROP201249,8961887,9230966,No,,Closed,2018-07-12,Walk-in,Instagram,client wants quick close,High
DEAL318166,2023-06-20,CUST101558,BRK50220,PROP205324,10710535,10672679,Yes,8.05,Cancelled,,Referral,Newspaper,see email,High
DEAL318167,2018-07-29,CUST104435,BRK50113,PROP205073,5863268,5678818,No,,Closed,2018-09-25,Social Media,Newspaper,,Mid
DEAL318168,2023-11-15,CUST101686,BRK50475,PROP205103,15447860,16603546,Yes,10.44,Closed,2024-01-14,Cold Call,Website,urgent,Luxury
DEAL318169,2018-11-14,CUST103928,BRK50056,PROP206886,11626598,11896419,Yes,9.81,Closed,2019-01-13,Cold Call,Facebook,see email,High
DEAL318170,2023-12-31,CUST103781,BRK50361,PROP203629,8962402,9109043,Yes,7.11,Cancelled,,Email Campaign,Billboard,client wants quick close,High
DEAL318171,2023-11-08,CUST101453,BRK50264,PROP205551,6084454,6480926,Yes,7.23,Closed,2024-01-25,Online Portal,Website,ok,Mid
DEAL318172,2022-12-21,CUST100472,BRK50208,PROP206959,13582665,,Yes,11.31,Cancelled,,Online Portal,Instagram,ok,
DEAL318173,2018-02-22,CUST102751,BRK50378,PROP207312,1440753,1444041,Yes,9.09,Closed,2018-03-15,Email Campaign,Instagram,,Low
DEAL318174,2020-04-22,CUST103330,BRK50272,PROP202793,4508317,4543510,Yes,,Pending,,Cold Call,Newspaper,client wants quick close,Mid
DEAL318175,2020-10-23,CUST104539,BRK50224,PROP201887,7233039,7595108,Yes,9.1,Closed,2020-12-13,Walk-in,Facebook,N/A,Mid
DEAL318176,2021-01-19,CUST103887,BRK50162,PROP207577,10833177,10386479,Yes,10.13,Closed,2021-03-15,Walk-in,Newspaper,ok,High
DEAL318177,2018-09-19,CUST100208,BRK50150,PROP203492,5681327,5774465,Yes,8.94,Pending,,Social Media,Facebook,N/A,Mid
DEAL318178,2019-09-11,CUST101641,BRK50201,PROP206760,6162160,6009197,Yes,9.39,Closed,2019-12-08,Walk-in,Facebook,??,Mid
DEAL318179,2023-06-19,CUST100016,BRK50392,PROP205763,2759808,2878268,Yes,8.08,Cancelled,,Online Portal,Broker Referral,N/A,Low
DEAL318180,2019-09-29,CUST103108,BRK50091,PROP203803,13615920,14095369,Yes,8.01,Closed,2019-10-22,Referral,Broker Referral,client wants quick close,High
DEAL318181,2024-03-01,CUST100911,BRK50425,PROP202106,6060736,6378702,Yes,9.23,Cancelled,,Email Campaign,Broker Referral,client wants quick close,Mid
DEAL318182,2025-01-19,CUST102476,BRK50486,PROP200471,7893427,7682016,Yes,8.02,Pending,,Online Portal,Google Ads,ok,Mid
DEAL318183,2024-11-02,CUST103279,BRK50313,PROP205614,12691441,12116282,Yes,,Cancelled,,Email Campaign,Google Ads,N/A,High
DEAL318184,2018-03-28,CUST100078,BRK50299,PROP204301,6729269,6995823,Yes,7.02,Closed,2018-06-19,Referral,Broker Referral,N/A,Mid
DEAL318185,2024-08-23,CUST100179,BRK50009,PROP200121,12847629,12447837,Yes,9.62,Closed,2024-09-04,Walk-in,Website,see email,High
DEAL318186,2021-06-15,CUST104824,BRK50023,PROP200328,8865072,8684107,Yes,,Closed,2021-07-01,Referral,Instagram,??,High
DEAL318187,2020-06-29,CUST101591,BRK50305,PROP200527,4471432,4717076,Yes,8.44,Closed,2020-09-26,Referral,Billboard,na,Mid
DEAL318188,2023-06-10,CUST100519,BRK50126,PROP205077,10187303,10317056,No,8.72,Cancelled,,Cold Call,Google Ads,client wants quick close,High
DEAL318189,2020-11-16,CUST103828,BRK50162,PROP200857,3152500,3391554,No,,Closed,2020-12-13,Online Portal,Google Ads,??,Mid
DEAL318190,2024-12-03,CUST102924,BRK50123,PROP204387,8126131,8765270,No,8.04,Cancelled,,Online Portal,Broker Referral,urgent,High
DEAL318191,2022-08-09,CUST104478,BRK50426,PROP204049,11435786,12124357,Yes,8.21,Closed,2022-10-18,Online Portal,Website,N/A,High
DEAL318192,2022-12-22,CUST101006,BRK50219,PROP201636,7818642,8136107,No,9.34,Cancelled,,Cold Call,Facebook,na,High
DEAL318193,2021-02-06,CUST103530,BRK50171,PROP206720,12484576,12923265,Yes,,Closed,2021-03-15,Cold Call,Newspaper,N/A,High
DEAL318194,2024-08-14,CUST102407,BRK50408,PROP203246,8328234,8533576,Yes,10.88,Pending,,Social Media,Facebook,N/A,High
DEAL318195,2020-11-08,CUST100489,BRK50292,PROP206832,13131292,13247385,Yes,10.21,Closed,2020-11-30,Cold Call,Billboard,client wants quick close,High
DEAL318196,2023-12-14,CUST104360,BRK50497,PROP202613,5810476,5619628,Yes,,Pending,,Walk-in,Website,see email,Mid
DEAL318197,2023-02-23,CUST103340,BRK50243,PROP207567,19503192,19708078,No,7.96,Closed,2023-05-21,Social Media,Instagram,ok,Luxury
DEAL318198,2021-02-03,CUST104557,BRK50202,PROP202193,12838758,,Yes,7.16,Pending,,Walk-in,Billboard,na,
DEAL318199,2025-03-09,CUST101444,BRK50323,PROP204610,11986490,11445778,Yes,9.9,Closed,2025-05-21,Referral,Facebook,,High
DEAL318200,2021-10-22,CUST102504,BRK50035,PROP200661,11138644,11002848,No,10.53,Pending,,Email Campaign,Billboard,??,High
DEAL318201,2018-07-08,CUST101809,BRK50208,PROP202009,8961888,9593657,Yes,10.8,Pending,,Walk-in,Billboard,client wants quick close,High
DEAL318202,2022-01-12,CUST102579,BRK50063,PROP207264,4385280,4708548,No,,Closed,2022-02-11,Walk-in,Facebook,na,Mid
DEAL318203,2018-08-19,CUST104239,BRK50190,PROP205453,9031245,9748175,Yes,8.87,Closed,2018-10-05,Online Portal,Billboard,see email,High
DEAL318204,2022-12-24,CUST104981,BRK50404,PROP206408,1492207,1555324,Yes,10.69,Closed,2023-02-26,Email Campaign,Instagram,see email,Low
DEAL318205,2022-04-13,CUST103174,BRK50486,PROP202564,8723026,9242959,Yes,10.15,Closed,2022-06-09,Online Portal,Broker Referral,??,High
DEAL318206,2021-07-10,CUST103800,BRK50238,PROP201492,8994980,8791611,Yes,8.32,Closed,2021-07-31,Walk-in,Broker Referral,see email,High
DEAL318207,2022-03-17,CUST104379,BRK50418,PROP206046,6134526,6369966,No,7.56,Closed,2022-04-15,Walk-in,Facebook,na,Mid
DEAL318208,2018-07-18,CUST100771,BRK50067,PROP201312,12833042,13664927,Yes,9.17,Closed,2018-09-21,Social Media,Newspaper,urgent,High
DEAL318209,2025-01-18,CUST104036,BRK50392,PROP205484,8033084,8155258,Yes,9.74,Closed,2025-04-10,Email Campaign,Newspaper,see email,High
DEAL318210,2020-06-13,CUST101989,BRK50482,PROP204404,11626559,11308612,No,7.65,Pending,,Walk-in,Instagram,ok,High
DEAL318211,2024-06-09,CUST102170,BRK50477,PROP207882,2026054,1982200,Yes,7.23,Pending,,Online Portal,Facebook,see email,Low
DEAL318212,2022-11-11,CUST103641,BRK50107,PROP200110,6242450,6126945,No,7.64,Closed,2022-12-29,Walk-in,Billboard,see email,Mid
DEAL318213,2019-08-11,CUST100050,BRK50333,PROP206371,14077375,14565434,Yes,7.76,Cancelled,,Referral,Website,ok,High
DEAL318214,2019-08-18,CUST104715,BRK50059,PROP202781,9577291,9845432,Yes,9.95,Closed,2019-10-27,Walk-in,Website,urgent,High
DEAL318215,2019-11-07,CUST102225,BRK50300,PROP200877,8202190,8288065,No,11.27,Closed,2019-12-12,Email Campaign,Broker Referral,,High
DEAL318216,2024-06-23,CUST101070,BRK50114,PROP204650,1442571,1538683,Yes,10.1,Pending,,Walk-in,Google Ads,ok,Low
DEAL318217,2023-08-12,CUST100506,BRK50392,PROP201821,12007028,12196314,Yes,7.56,Closed,2023-08-29,Online Portal,Billboard,??,High
DEAL318218,2025-07-09,CUST104271,BRK50387,PROP202267,6395127,6869603,No,,Cancelled,,Email Campaign,Google Ads,,Mid
DEAL318219,2020-11-25,CUST103249,BRK50119,PROP204178,5367762,5429288,Yes,10.63,Closed,2020-12-19,Online Portal,Facebook,??,Mid
DEAL318220,2019-06-17,CUST102816,BRK50372,PROP204511,7828374,8017074,No,10.27,Pending,,Cold Call,Billboard,see email,High
DEAL318221,2018-08-04,CUST104407,BRK50260,PROP200843,6448769,6427376,No,10.9,Closed,2018-10-28,Walk-in,Website,??,Mid
DEAL318222,2021-04-03,CUST101888,BRK50354,PROP203468,11861276,12105601,Yes,11.11,Pending,,Referral,Broker Referral,na,High
DEAL318223,2025-03-18,CUST101568,BRK50477,PROP203244,8745015,8980118,Yes,7.31,Closed,2025-05-30,Social Media,Website,??,High
DEAL318224,2024-08-06,CUST102193,BRK50414,PROP204066,8059911,8438585,Yes,10.28,Closed,2024-09-13,Referral,Facebook,ok,High
DEAL318225,2020-04-03,CUST100399,BRK50373,PROP201117,9280663,9047774,Yes,11.16,Closed,2020-06-17,Social Media,Billboard,na,High
DEAL318226,2020-11-07,CUST100417,BRK50377,PROP204863,11103658,,Yes,10.03,Closed,2020-12-22,Online Portal,Website,na,
DEAL318227,2018-03-07,CUST101194,BRK50316,PROP206416,17051989,16556865,No,10.48,Closed,2018-05-13,Cold Call,Google Ads,,Luxury
DEAL318228,2025-08-12,CUST102874,BRK50061,PROP206321,11227905,12008292,Yes,8.59,Closed,2025-10-30,Walk-in,Website,urgent,High
DEAL318229,2021-01-29,CUST100386,BRK50288,PROP203170,5778702,6164478,Yes,,Closed,2021-03-29,Online Portal,Google Ads,na,Mid
DEAL318230,2022-10-29,CUST102444,BRK50218,PROP203844,8010148,8136799,Yes,8.39,Closed,2022-12-28,Referral,Facebook,na,High
DEAL318231,2020-09-04,CUST104102,BRK50331,PROP201475,2427540,2433016,Yes,10.32,Closed,2020-09-22,Social Media,Instagram,client wants quick close,Low
DEAL318232,2023-10-30,CUST102804,BRK50054,PROP204653,14357633,14382291,No,9.26,Closed,2024-01-21,Referral,Broker Referral,??,High
DEAL318233,2018-04-21,CUST104740,BRK50498,PROP204117,5155885,4927706,No,7.34,Closed,2018-05-13,Walk-in,Instagram,client wants quick close,Mid
DEAL318234,2022-11-19,CUST100396,BRK50095,PROP206991,7647049,7415123,No,9.2,Closed,2022-11-29,Social Media,Website,??,Mid
DEAL318235,2024-03-29,CUST103648,BRK50222,PROP201160,18325129,18700490,No,9.95,Closed,2024-04-16,Online Portal,Newspaper,see email,Luxury
DEAL318236,2023-01-03,CUST100318,BRK50013,PROP205341,9686128,9721540,No,9.64,Cancelled,,Online Portal,Broker Referral,N/A,High
DEAL318237,2018-12-29,CUST100947,BRK50054,PROP204367,11720659,12213783,Yes,9.66,Pending,,Walk-in,Website,see email,High
DEAL318238,2019-08-29,CUST100813,BRK50408,PROP203508,1519228,1505396,Yes,11.02,Cancelled,,Social Media,Broker Referral,client wants quick close,Low
DEAL318239,2024-02-19,CUST102961,BRK50176,PROP207349,8332256,8514162,Yes,7.74,Cancelled,,Social Media,Billboard,see email,High
DEAL318240,2019-01-08,CUST100868,BRK50373,PROP203862,8551352,8889180,Yes,11.42,Closed,2019-03-20,Online Portal,Google Ads,na,High
DEAL318241,2025-03-27,CUST102473,BRK50142,PROP203746,7795558,,Yes,11.15,Closed,2025-04-17,Email Campaign,Facebook,client wants quick close,
DEAL318242,2023-04-19,CUST102911,BRK50329,PROP205153,9729976,9851593,Yes,8.32,Pending,,Social Media,Website,,High
DEAL318243,2022-06-02,CUST100293,BRK50113,PROP206652,6368969,6585313,No,9.23,Closed,2022-06-15,Social Media,Newspaper,urgent,Mid
DEAL318244,2020-07-03,CUST100024,BRK50374,PROP207373,8335063,8029525,Yes,10.73,Closed,2020-07-17,Walk-in,Billboard,client wants quick close,High
