property_id,age_years,condition,hoa_fee,energy_rating,school_score,walk_score,amenity_CCTV,amenity_Club House,amenity_Garden,amenity_Gym,amenity_Intercom,amenity_Lift,amenity_Parking,amenity_Play Area,amenity_Pool,amenity_Power Backup,amenity_Security,amenity_Wifi
PROP204578,18.0,Good,1507.0,C,42.0,91.0,1,1,0,0,0,0,0,1,1,1,0,0
PROP204579,13.0,New,3268.0,A,89.0,60.0,0,0,1,0,0,0,0,0,0,1,0,0
PROP204580,,Old,2772.0,A,,,0,0,1,0,1,0,1,0,0,0,1,0
PROP204581,19.0,Old,2374.0,C,97.0,65.0,0,1,0,0,1,0,1,0,0,0,0,1
PROP204582,6.0,Old,813.0,E,58.0,77.0,1,0,1,1,1,0,1,0,0,0,0,0
PROP204583,21.0,Needs Renovation,2301.0,C,66.0,61.0,0,0,0,1,1,0,0,0,0,0,0,0
PROP204584,27.0,Needs Renovation,2360.0,B,52.0,86.0,1,0,0,0,0,0,1,0,0,0,0,0
PROP204585,9.0,Needs Renovation,1273.0,E,68.0,80.0,1,0,1,0,0,1,0,1,1,0,0,0
PROP204586,1.0,Needs Renovation,2482.0,A,93.0,64.0,0,0,0,0,0,0,1,0,0,0,1,1
PROP204587,31.0,Old,1634.0,E,79.0,32.0,1,0,1,0,1,0,0,0,0,1,0,0
PROP204588,33.0,Old,3902.0,D,40.0,85.0,1,1,0,1,0,0,1,0,0,0,0,0
PROP204589,38.0,New,4624.0,A,52.0,93.0,0,0,0,1,1,0,1,1,0,0,1,0
PROP204590,37.0,Needs Renovation,2805.0,C,86.0,67.0,0,0,1,1,0,1,0,0,1,0,1,0
PROP204591,26.0,Old,2437.0,D,75.0,79.0,1,0,0,0,0,0,0,1,0,1,0,0
PROP204592,17.0,New,3265.0,A,64.0,53.0,0,0,0,1,1,0,1,0,0,0,1,1
PROP204593,25.0,Needs Renovation,874.0,E,56.0,63.0,0,0,0,0,0,0,1,1,0,0,0,1
PROP204594,28.0,Good,2420.0,D,77.0,72.0,0,1,0,0,0,0,0,0,1,0,0,0
PROP204595,34.0,Old,3746.0,D,43.0,53.0,0,0,0,1,0,0,0,1,1,0,0,1
PROP204596,0.0,New,1572.0,A,56.0,63.0,1,0,0,0,0,0,0,0,0,0,1,0
PROP204597,,Old,2480.0,C,45.0,43.0,0,0,1,0,0,0,0,0,0,1,0,0
PROP204598,22.0,Old,2315.0,A,40.0,62.0,0,0,1,1,1,0,0,0,1,0,0,0
PROP204599,16.0,Old,4682.0,B,83.0,80.0,1,1,0,1,0,0,1,0,0,0,1,0
PROP204600,10.0,Good,2063.0,E,82.0,,0,1,1,0,0,0,0,0,0,0,0,0
PROP204601,6.0,Needs Renovation,3469.0,F,54.0,70.0,1,0,0,0,1,0,0,0,1,0,0,0
PROP204602,,New,769.0,D,83.0,38.0,0,0,0,1,0,1,1,1,0,1,0,0
PROP204603,38.0,Good,2643.0,B,89.0,45.0,1,0,0,0,0,0,0,0,0,0,1,0
PROP204604,7.0,New,1137.0,C,74.0,64.0,1,0,0,0,0,1,0,0,0,0,0,0
PROP204605,,Old,2635.0,B,46.0,93.0,0,0,0,1,1,0,0,1,0,1,1,0
PROP204606,11.0,Old,513.0,B,65.0,48.0,1,1,0,0,0,0,0,1,1,0,0,1
PROP204607,24.0,New,2180.0,A,64.0,78.0,1,1,0,1,1,0,0,0,0,0,0,1
PROP204608,12.0,New,1173.0,D,59.0,51.0,1,1,0,1,0,1,0,0,0,0,0,1
PROP204609,1.0,New,382.0,C,71.0,97.0,1,0,1,0,0,1,1,0,0,0,0,0
PROP204610,,Good,1854.0,D,79.0,48.0,0,1,1,0,0,0,1,0,0,1,0,1
PROP204611,18.0,Old,5050.0,E,41.0,44.0,0,0,0,1,0,0,0,1,0,0,0,1
PROP204612,14.0,Needs Renovation,1406.0,A,63.0,55.0,0,1,0,1,0,0,0,0,1,0,0,0
PROP204613,36.0,Old,1863.0,D,92.0,34.0,0,0,1,0,0,1,0,1,0,0,0,0
PROP204614,12.0,Needs Renovation,1561.0,E,56.0,78.0,1,0,0,0,1,0,0,0,1,1,0,0
PROP204615,32.0,Old,341.0,D,90.0,95.0,0,0,0,0,1,0,0,0,1,0,0,0
PROP204616,8.0,Needs Renovation,1680.0,B,60.0,54.0,0,0,0,0,0,0,1,1,0,1,1,0
PROP204617,29.0,New,1198.0,E,82.0,84.0,1,0,0,1,0,0,0,0,0,1,0,0
PROP204618,13.0,Good,1644.0,E,69.0,87.0,1,0,0,1,1,1,0,0,0,0,0,0
PROP204619,11.0,Needs Renovation,3366.0,F,41.0,39.0,0,0,0,1,0,1,1,0,1,0,0,0
PROP204620,8.0,Old,3587.0,B,68.0,32.0,0,0,1,0,0,1,0,0,1,1,0,1
PROP204621,34.0,Good,2480.0,E,65.0,62.0,1,0,0,0,0,0,0,0,0,1,1,1
PROP204622,36.0,Good,4185.0,D,90.0,61.0,0,0,0,1,0,0,1,1,1,0,1,0
PROP204623,,Old,4173.0,D,88.0,87.0,0,0,0,0,1,0,1,0,1,0,0,0
PROP204624,29.0,Needs Renovation,2624.0,D,90.0,87.0,1,0,0,0,0,1,0,0,0,1,0,0
PROP204625,19.0,Needs Renovation,2568.0,F,67.0,49.0,0,0,0,0,0,1,0,0,0,0,1,0
PROP204626,1.0,Needs Renovation,2373.0,E,56.0,68.0,0,0,0,0,1,0,0,0,0,1,0,0
PROP204627,18.0,Old,2676.0,B,45.0,40.0,0,0,0,0,0,1,1,0,0,0,0,0
PROP204628,15.0,Good,2697.0,E,80.0,46.0,0,1,0,1,1,1,0,0,1,0,0,0
PROP204629,15.0,Old,3076.0,E,75.0,67.0,0,0,1,0,1,1,0,0,1,0,0,1
PROP204630,35.0,Good,3380.0,E,65.0,96.0,1,0,1,0,1,1,0,0,0,0,0,0
PROP204631,18.0,New,2462.0,B,93.0,63.0,0,0,0,1,0,0,1,0,0,1,0,0
PROP204632,28.0,Old,3734.0,B,44.0,62.0,0,1,0,0,0,1,0,1,0,0,0,0
PROP204633,0.0,Old,2738.0,E,85.0,71.0,0,0,1,1,0,0,0,1,0,0,1,1
PROP204634,7.0,Good,472.0,E,42.0,93.0,0,0,1,0,0,0,1,0,1,1,0,0
PROP204635,17.0,Old,1933.0,E,42.0,85.0,0,0,1,0,0,0,1,0,1,0,1,0
PROP204636,10.0,Old,2405.0,C,69.0,80.0,0,1,1,0,0,0,0,0,1,0,0,1
PROP204637,39.0,Good,4761.0,D,98.0,55.0,0,1,0,0,0,0,1,0,1,0,0,0
PROP204638,7.0,Good,2219.0,C,79.0,81.0,1,0,0,0,0,0,0,0,0,0,0,1
PROP204639,11.0,Old,1790.0,F,43.0,35.0,0,1,0,0,0,0,0,1,0,0,0,0
PROP204640,21.0,Old,3848.0,B,98.0,56.0,1,0,1,0,0,0,0,0,1,1,0,0
PROP204641,9.0,Old,4074.0,E,71.0,91.0,0,0,0,0,0,0,1,1,0,0,0,0
PROP204642,31.0,Needs Renovation,0.0,F,47.0,72.0,0,0,0,0,0,0,0,1,0,0,1,1
PROP204643,,Good,2480.0,F,73.0,48.0,0,0,1,1,1,0,0,0,1,1,0,0
PROP204644,8.0,Old,2791.0,B,90.0,49.0,0,0,0,0,0,0,1,0,1,1,1,0
PROP204645,20.0,New,2233.0,A,98.0,84.0,0,0,0,0,0,0,1,1,0,0,0,0
PROP204646,29.0,Old,2309.0,C,65.0,92.0,1,0,0,0,0,0,0,1,0,0,1,0
PROP204647,12.0,Old,5503.0,F,60.0,74.0,1,0,1,0,0,0,0,1,0,0,1,1
PROP204648,17.0,New,2168.0,C,45.0,,0,1,1,0,0,1,0,0,0,0,0,0
PROP204649,22.0,Old,167.0,C,43.0,57.0,0,0,1,0,1,0,0,1,0,0,0,0
PROP204650,22.0,New,3435.0,F,65.0,64.0,0,0,0,0,0,0,0,0,0,0,1,1
PROP204651,16.0,Old,1422.0,C,40.0,47.0,1,1,0,0,1,0,0,0,1,0,0,0
PROP204652,4.0,New,4212.0,A,46.0,91.0,0,0,0,0,1,1,1,0,0,0,0,0
PROP204653,24.0,Old,2461.0,D,76.0,49.0,0,1,0,0,0,0,1,0,0,0,1,0
PROP204654,30.0,Old,2533.0,A,70.0,52.0,0,1,1,0,0,0,0,0,0,0,1,0
PROP204655,32.0,New,2272.0,E,60.0,53.0,0,0,1,0,0,0,1,0,0,0,1,1
PROP204656,32.0,New,519.0,B,55.0,34.0,0,1,1,0,0,0,0,0,1,0,1,1
PROP204657,28.0,Old,4095.0,C,40.0,66.0,1,1,0,1,1,0,0,0,0,0,0,0
PROP204658,9.0,Old,2175.0,F,60.0,94.0,0,1,0,0,0,0,1,0,1,0,0,1
PROP204659,6.0,Old,2480.0,F,99.0,71.0,1,1,0,0,0,0,0,1,0,0,1,0
PROP204660,22.0,Needs Renovation,1500.0,F,61.0,30.0,0,0,0,0,0,0,1,0,0,0,1,0
PROP204661,19.0,Needs Renovation,2546.0,D,56.0,91.0,0,0,1,0,0,0,1,1,1,0,1,0
PROP204662,4.0,New,4261.0,E,80.0,75.0,1,0,0,0,0,1,1,0,0,1,1,0
PROP204663,34.0,Needs Renovation,3102.0,F,99.0,60.0,0,0,0,1,1,0,1,1,0,0,0,1
PROP204664,36.0,Needs Renovation,1497.0,D,75.0,83.0,1,0,0,1,0,0,0,0,1,0,0,0
PROP204665,4.0,Good,2578.0,F,89.0,49.0,0,0,0,1,1,0,0,1,0,1,0,0
PROP204666,15.0,Good,2357.0,E,68.0,83.0,0,0,0,1,0,0,0,0,0,1,0,0
PROP204667,36.0,Old,2480.0,E,86.0,67.0,0,0,1,0,1,1,1,0,0,0,0,1
PROP204668,38.0,Old,2882.0,B,68.0,33.0,0,1,1,0,1,1,0,0,1,0,0,0
PROP204669,5.0,New,2491.0,D,79.0,46.0,0,0,0,0,0,0,0,1,0,0,0,1
PROP204670,3.0,New,2912.0,A,60.0,63.0,0,0,0,1,1,0,0,0,0,0,1,1
PROP204671,32.0,Good,3363.0,A,62.0,93.0,0,0,0,1,0,0,1,0,1,0,1,1
PROP204672,0.0,New,3376.0,D,50.0,85.0,0,1,0,1,0,0,1,0,0,0,0,0
PROP204673,33.0,Needs Renovation,4707.0,E,76.0,,0,0,0,0,1,0,1,0,0,0,0,0
PROP204674,8.0,New,2000.0,D,43.0,57.0,0,0,1,0,0,1,0,0,0,0,0,0
PROP204675,,Old,3237.0,F,52.0,71.0,0,0,0,1,1,0,0,0,0,1,1,1
PROP204676,30.0,New,3592.0,B,67.0,58.0,0,0,1,1,0,0,1,0,1,1,0,0
PROP204677,31.0,Old,3939.0,A,54.0,79.0,1,0,0,0,0,1,0,0,0,0,1,0
PROP204678,31.0,New,1271.0,A,81.0,46.0,0,0,1,0,0,0,0,1,0,1,0,0
PROP204679,2.0,New,2827.0,E,75.0,36.0,0,0,1,1,0,0,0,1,0,0,0,0
PROP204680,9.0,Needs Renovation,1825.0,F,54.0,30.0,0,0,1,0,0,0,0,0,0,1,0,0
PROP204681,39.0,Needs Renovation,2480.0,A,54.0,43.0,1,0,1,0,0,0,0,1,0,0,1,1
PROP204682,23.0,Old,2480.0,F,71.0,69.0,0,1,0,0,0,0,0,1,0,0,0,1
PROP204683,37.0,New,2551.0,F,43.0,79.0,0,1,0,0,0,1,1,0,1,0,0,0
PROP204684,13.0,Old,2698.0,C,83.0,36.0,0,0,0,0,0,0,1,0,1,1,1,1
PROP204685,17.0,New,3059.0,C,72.0,40.0,0,1,0,1,0,1,0,0,0,0,0,1
PROP204686,14.0,Needs Renovation,3557.0,E,69.0,65.0,0,0,0,0,0,0,1,0,0,1,1,1
PROP204687,39.0,Good,2065.0,F,44.0,97.0,0,0,0,1,1,1,0,0,1,0,0,0
PROP204688,37.0,New,2426.0,A,52.0,,0,1,0,0,0,0,0,0,1,0,0,1
PROP204689,15.0,Good,683.0,C,59.0,88.0,1,0,1,1,0,0,0,0,1,0,0,0
PROP204690,15.0,Good,1849.0,B,96.0,62.0,0,1,0,1,0,0,0,0,0,0,1,0
PROP204691,,Needs Renovation,3454.0,D,96.0,98.0,1,0,0,0,0,0,0,0,0,1,0,0
PROP204692,0.0,New,126.0,D,94.0,79.0,0,1,1,0,0,1,0,0,0,0,0,1
PROP204693,20.0,Old,1441.0,C,78.0,87.0,0,0,1,1,0,1,0,1,0,1,0,0
PROP204694,7.0,Needs Renovation,2949.0,B,45.0,97.0,1,0,0,0,1,0,1,1,0,0,1,0
PROP204695,9.0,Needs Renovation,1539.0,B,92.0,79.0,0,0,0,0,0,0,0,1,0,0,1,0
PROP204696,18.0,Needs Renovation,499.0,E,96.0,85.0,0,0,0,0,0,1,0,1,0,0,0,0
PROP204697,34.0,Needs Renovation,1920.0,A,42.0,86.0,0,0,1,0,0,1,0,0,1,1,0,1
PROP204698,16.0,Good,2089.0,A,75.0,68.0,0,0,0,1,1,0,0,0,0,0,0,0
PROP204699,,Needs Renovation,2480.0,F,47.0,48.0,1,0,0,1,1,1,0,1,0,0,0,0
PROP204700,14.0,Needs Renovation,2550.0,B,94.0,32.0,1,0,0,0,0,0,0,0,0,0,1,0
PROP204701,33.0,Needs Renovation,3273.0,D,99.0,31.0,1,0,0,1,0,0,0,0,0,0,0,0
PROP204702,39.0,Needs Renovation,1207.0,A,46.0,46.0,1,1,0,0,0,1,0,0,0,0,0,0
PROP204703,19.0,New,1474.0,A,55.0,50.0,0,1,1,0,0,0,0,0,0,0,1,1
PROP204704,10.0,Needs Renovation,3624.0,E,79.0,80.0,1,0,0,0,0,1,1,1,0,0,0,0
PROP204705,29.0,Needs Renovation,3073.0,E,95.0,48.0,0,0,1,1,0,0,0,0,0,0,0,0
PROP204706,1.0,Needs Renovation,2905.0,D,,32.0,1,0,1,0,0,0,1,1,1,0,0,0
PROP204707,20.0,Old,3733.0,F,65.0,75.0,1,0,0,0,1,0,0,0,1,1,0,0
PROP204708,10.0,Old,2921.0,D,,31.0,1,0,1,0,0,1,0,0,1,0,0,0
PROP204709,26.0,New,378.0,A,,56.0,0,0,1,0,0,0,0,1,0,1,1,1
PROP204710,8.0,Needs Renovation,4661.0,E,71.0,46.0,0,1,1,0,1,0,0,0,1,0,0,1
PROP204711,6.0,Old,2264.0,B,72.0,,0,0,0,0,0,0,1,0,1,0,0,0
PROP204712,37.0,Needs Renovation,2607.0,D,44.0,33.0,0,0,0,1,0,1,0,0,1,0,0,0
PROP204713,39.0,Good,2627.0,D,58.0,30.0,0,0,1,0,0,1,0,0,0,0,0,0
PROP204714,34.0,Good,2480.0,E,82.0,86.0,0,0,1,0,0,1,0,0,0,0,0,0
PROP204715,5.0,Needs Renovation,1870.0,A,92.0,86.0,0,0,1,0,1,1,0,0,0,0,0,0
PROP204716,11.0,Good,3722.0,B,56.0,66.0,0,0,0,0,0,0,0,0,1,1,1,1
PROP204717,33.0,Needs Renovation,2975.0,A,64.0,,0,1,1,0,0,1,0,0,0,0,0,1
PROP204718,27.0,Old,3087.0,A,75.0,97.0,1,1,1,1,0,0,0,1,0,0,0,0
PROP204719,27.0,Good,2480.0,E,63.0,94.0,0,0,1,0,0,0,0,0,1,0,1,0
PROP204720,31.0,Needs Renovation,3100.0,D,89.0,63.0,0,0,0,0,0,1,0,1,0,0,0,0
PROP204721,0.0,Needs Renovation,2427.0,D,58.0,63.0,0,0,1,1,1,0,1,0,0,0,0,0
PROP204722,22.0,Needs Renovation,2790.0,A,89.0,64.0,1,0,1,0,0,0,0,0,0,0,0,0
PROP204723,32.0,Good,2549.0,F,42.0,,1,0,0,0,0,0,0,1,0,0,0,0
PROP204724,12.0,Needs Renovation,2108.0,C,73.0,53.0,1,1,0,0,1,0,0,1,1,0,0,0
PROP204725,24.0,Old,2034.0,D,56.0,62.0,1,0,0,0,1,0,0,1,0,1,0,1
PROP204726,38.0,Good,2436.0,A,,79.0,0,0,0,0,1,0,0,1,0,0,0,1
PROP204727,18.0,Good,3601.0,C,58.0,35.0,0,0,0,0,1,0,0,1,0,0,0,0
PROP204728,,Old,2480.0,A,41.0,98.0,1,1,1,0,0,0,1,0,0,0,1,0
PROP204729,10.0,Needs Renovation,2480.0,C,89.0,31.0,1,0,0,0,1,0,1,0,0,0,0,0
PROP204730,10.0,New,2844.0,A,64.0,97.0,0,1,0,1,1,1,0,0,0,0,0,0
PROP204731,3.0,Good,1816.0,C,46.0,68.0,0,0,0,1,0,1,0,1,1,0,0,0
PROP204732,18.0,Needs Renovation,2480.0,B,,81.0,1,0,1,0,1,0,0,0,0,0,1,1
PROP204733,3.0,Good,2994.0,E,63.0,83.0,0,0,1,0,1,1,0,0,0,1,0,0
PROP204734,7.0,Old,2429.0,A,65.0,56.0,1,1,0,1,0,1,1,0,0,0,0,0
PROP204735,8.0,Good,2480.0,F,63.0,85.0,0,0,0,0,0,0,0,1,0,1,1,0
PROP204736,12.0,New,2157.0,F,98.0,57.0,1,0,1,0,0,1,1,0,0,1,0,0
PROP204737,18.0,Old,1055.0,B,64.0,67.0,1,0,0,0,0,0,0,1,0,0,0,0
PROP204738,8.0,Old,1803.0,F,80.0,31.0,0,1,1,0,0,1,0,0,0,0,0,0
PROP204739,11.0,Needs Renovation,4046.0,C,82.0,97.0,0,0,0,0,0,1,0,0,1,0,0,0
PROP204740,33.0,Good,1812.0,F,,67.0,0,1,1,1,1,0,0,0,0,0,0,0
PROP204741,24.0,Old,3080.0,E,89.0,64.0,0,1,1,0,0,1,0,1,1,0,0,0
PROP204742,29.0,New,3432.0,B,62.0,38.0,0,1,0,0,1,0,1,0,0,0,0,1
PROP204743,39.0,New,3681.0,A,95.0,99.0,0,0,0,0,0,0,0,1,0,1,0,0
PROP204744,38.0,Good,1190.0,E,99.0,76.0,1,0,1,0,0,0,1,1,1,0,0,0
PROP204745,4.0,Needs Renovation,2792.0,D,64.0,56.0,0,0,0,1,0,1,0,0,0,0,1,0
PROP204746,9.0,Old,3044.0,F,52.0,34.0,0,0,1,1,0,0,0,1,1,0,0,0
PROP204747,7.0,Old,2324.0,E,98.0,75.0,0,0,0,0,1,0,0,1,0,0,0,0
PROP204748,38.0,New,4518.0,F,61.0,51.0,0,0,1,1,0,0,0,0,0,0,1,1
PROP204749,36.0,Old,2112.0,B,61.0,55.0,0,0,0,0,1,1,0,0,0,0,0,0
PROP204750,11.0,Needs Renovation,2563.0,D,43.0,59.0,0,1,0,0,0,1,0,0,0,0,1,0
PROP204751,17.0,Good,3223.0,C,48.0,48.0,1,1,0,1,0,0,0,0,0,0,1,0
PROP204752,15.0,Old,1804.0,C,48.0,,0,0,0,1,1,0,0,1,0,0,1,0
PROP204753,10.0,Needs Renovation,1241.0,A,85.0,64.0,1,1,1,0,0,1,0,0,0,1,0,0
PROP204754,,Old,3619.0,C,78.0,32.0,0,1,0,1,0,0,0,0,0,0,1,1
PROP204755,16.0,New,2281.0,C,93.0,54.0,0,1,0,0,1,1,1,0,0,0,0,1
PROP204756,14.0,Good,2517.0,E,59.0,93.0,0,1,1,0,0,0,0,0,0,0,0,0
PROP204757,35.0,Good,2943.0,A,51.0,66.0,0,0,0,0,0,0,0,1,0,1,0,0
PROP204758,3.0,Good,2866.0,D,91.0,86.0,0,0,1,0,1,0,1,0,0,0,0,0
PROP204759,0.0,Needs Renovation,2412.0,E,51.0,55.0,0,0,0,0,1,0,0,0,0,0,0,1
PROP204760,,Old,2124.0,C,68.0,95.0,1,1,0,0,1,0,0,0,0,0,0,0
PROP204761,20.0,Good,1043.0,D,67.0,97.0,0,1,0,0,0,0,0,0,1,0,0,0
PROP204762,28.0,Needs Renovation,2170.0,A,58.0,33.0,0,1,0,0,0,0,1,1,1,1,0,0
PROP204763,6.0,Good,3203.0,F,54.0,53.0,0,1,0,0,0,1,0,0,0,1,1,0
PROP204764,3.0,Good,4686.0,C,99.0,54.0,1,1,0,0,1,0,0,0,0,0,0,0
PROP204765,8.0,Old,4441.0,C,41.0,66.0,1,0,1,0,0,1,0,0,0,0,1,1
PROP204766,20.0,Old,2737.0,A,86.0,36.0,0,0,0,1,1,0,0,1,1,1,0,0
PROP204767,23.0,Needs Renovation,2824.0,B,74.0,68.0,1,0,0,0,0,0,0,0,0,0,1,0
PROP204768,17.0,Old,1075.0,E,77.0,30.0,0,0,0,0,0,1,0,0,0,1,0,1
PROP204769,11.0,Old,1150.0,E,93.0,85.0,0,0,0,0,0,0,0,0,0,0,1,1
PROP204770,15.0,Good,4673.0,D,79.0,76.0,1,0,1,0,0,0,1,1,1,0,0,0
PROP204771,,New,1098.0,B,50.0,42.0,0,0,0,0,0,1,0,1,1,1,0,1
PROP204772,37.0,Old,3347.0,E,76.0,74.0,0,0,1,0,0,0,1,0,0,1,0,1
PROP204773,1.0,Good,2248.0,D,46.0,93.0,1,0,0,1,1,0,1,0,0,0,1,0
PROP204774,14.0,Old,981.0,C,71.0,46.0,0,0,0,1,0,0,1,0,0,0,0,0
PROP204775,33.0,Needs Renovation,2086.0,A,57.0,95.0,0,0,0,0,0,1,1,1,0,0,1,1
PROP204776,19.0,New,3163.0,A,69.0,52.0,1,1,0,0,0,0,1,1,0,0,0,0
PROP204777,18.0,Good,102.0,B,82.0,79.0,0,1,0,0,0,0,1,0,0,1,0,0
PROP204778,20.0,Needs Renovation,4205.0,B,83.0,,1,0,0,0,1,0,0,0,0,1,1,1
PROP204779,22.0,New,3271.0,C,74.0,82.0,0,1,0,1,0,0,0,0,0,0,1,0
PROP204780,32.0,Needs Renovation,3304.0,C,76.0,,0,0,1,1,0,0,0,0,1,1,0,0
PROP204781,3.0,New,2393.0,F,,71.0,0,0,0,0,1,1,0,0,0,0,1,0
PROP204782,11.0,Good,1200.0,F,61.0,57.0,0,0,1,0,1,0,1,0,1,1,0,0
PROP204783,31.0,Needs Renovation,1378.0,D,95.0,50.0,0,0,0,0,1,0,1,1,1,0,0,0
PROP204784,27.0,Old,3248.0,C,91.0,70.0,0,0,0,1,1,1,0,1,0,0,0,0
PROP204785,7.0,New,877.0,B,51.0,58.0,0,0,0,1,0,0,0,0,1,0,0,0
PROP204786,25.0,Good,615.0,D,89.0,97.0,1,1,1,0,1,0,0,0,0,1,0,0
PROP204787,2.0,New,904.0,D,83.0,92.0,0,0,0,0,0,0,1,1,0,0,0,0
PROP204788,20.0,Needs Renovation,2480.0,B,93.0,75.0,0,1,1,1,1,0,0,0,0,0,0,0
PROP204789,22.0,Good,2909.0,D,66.0,98.0,0,0,0,0,0,0,1,0,0,1,1,0
PROP204790,20.0,Needs Renovation,2650.0,F,58.0,39.0,0,0,0,0,1,0,0,0,0,0,1,0
PROP204791,6.0,Old,2123.0,A,65.0,70.0,1,0,1,0,0,0,0,0,0,0,1,1
PROP204792,32.0,Needs Renovation,2839.0,A,64.0,44.0,1,0,0,0,0,0,0,0,0,0,1,1
PROP204793,19.0,Needs Renovation,2844.0,D,,97.0,0,1,1,0,0,0,0,1,0,1,0,0
PROP204794,12.0,Good,4516.0,F,40.0,75.0,0,1,0,0,0,0,0,0,0,1,0,0
PROP204795,2.0,Good,2480.0,A,93.0,55.0,0,0,0,0,0,1,0,1,0,1,0,0
PROP204796,20.0,New,3228.0,B,82.0,68.0,1,1,1,1,0,0,0,0,1,0,0,0
PROP204797,12.0,New,3713.0,A,47.0,76.0,1,0,0,0,0,0,0,0,0,0,0,1
PROP204798,19.0,Good,3216.0,C,95.0,47.0,1,1,0,0,0,1,0,0,0,1,1,0
PROP204799,8.0,Good,0.0,F,56.0,55.0,0,0,0,1,0,0,0,0,0,1,0,0
PROP204800,23.0,New,2480.0,A,65.0,70.0,0,0,0,1,1,1,0,0,0,0,0,0
PROP204801,13.0,Good,4451.0,C,82.0,84.0,1,0,1,0,0,0,0,0,0,1,1,0
PROP204802,35.0,New,3652.0,B,71.0,90.0,0,0,0,0,1,0,0,0,1,1,0,1
PROP204803,34.0,Good,1728.0,B,49.0,43.0,0,0,0,0,1,1,0,1,1,0,0,0
PROP204804,19.0,Needs Renovation,1372.0,E,68.0,56.0,1,0,0,0,0,0,0,0,1,1,0,0
PROP204805,9.0,Needs Renovation,196.0,A,84.0,76.0,0,0,1,0,0,1,0,0,0,0,0,0
PROP204806,19.0,New,805.0,B,67.0,66.0,1,1,0,0,1,0,1,0,0,0,1,0
PROP204807,,Good,1200.0,F,,78.0,0,1,1,0,0,0,0,0,0,0,0,1
PROP204808,28.0,New,2454.0,F,71.0,65.0,0,0,0,0,0,0,1,1,0,0,0,0
PROP204809,3.0,New,4279.0,A,95.0,50.0,0,1,1,0,1,0,0,1,0,0,0,0
PROP204810,15.0,New,729.0,A,96.0,90.0,0,0,0,1,1,1,1,0,0,0,0,0
PROP204811,36.0,Good,523.0,F,79.0,72.0,0,1,0,0,1,0,1,0,0,0,0,0
PROP204812,15.0,Old,2595.0,E,59.0,48.0,0,0,1,0,1,0,1,0,0,0,1,0
PROP204813,39.0,Old,3151.0,E,81.0,68.0,0,1,1,1,0,0,1,0,0,0,1,0
PROP204814,12.0,Good,2083.0,F,96.0,,1,0,0,0,1,1,1,1,0,0,0,0
PROP204815,15.0,New,0.0,A,93.0,40.0,0,1,0,1,1,0,0,0,0,0,0,1
PROP204816,10.0,New,4463.0,E,97.0,62.0,1,1,0,0,1,0,0,0,1,0,0,0
PROP204817,0.0,New,1538.0,A,,,0,0,1,0,0,0,1,1,0,0,1,1
PROP204818,18.0,Old,3504.0,F,41.0,51.0,1,1,0,0,1,0,0,0,0,0,1,1
PROP204819,8.0,Needs Renovation,4359.0,E,76.0,71.0,0,0,0,0,1,0,0,1,0,1,0,0
PROP204820,,Old,2288.0,D,94.0,37.0,1,0,0,0,0,1,0,0,1,0,0,1
PROP204821,1.0,New,2630.0,B,96.0,52.0,1,0,0,1,1,0,0,1,0,1,0,0
PROP204822,19.0,Needs Renovation,3501.0,E,,54.0,1,1,0,1,0,0,1,0,1,0,0,0
PROP204823,11.0,Good,2116.0,A,92.0,71.0,1,1,1,0,1,0,0,0,0,0,0,1
PROP204824,33.0,Old,3498.0,D,85.0,32.0,0,1,0,0,1,1,0,0,0,0,0,1
PROP204825,30.0,Old,1536.0,A,57.0,,0,1,0,0,0,1,0,0,0,0,0,0
PROP204826,23.0,Old,3164.0,D,97.0,46.0,0,0,0,0,0,1,0,0,0,1,0,0
PROP204827,33.0,Old,2102.0,D,59.0,91.0,0,0,0,1,0,0,1,1,0,1,0,0
PROP204828,11.0,Old,1470.0,C,69.0,89.0,0,0,0,0,0,1,0,0,0,1,0,0
PROP204829,16.0,Needs Renovation,3889.0,D,48.0,84.0,0,1,0,0,0,0,0,1,1,0,0,1
PROP204830,15.0,Old,733.0,F,80.0,46.0,1,0,0,1,0,0,0,0,0,0,0,0
PROP204831,33.0,New,3540.0,F,55.0,82.0,0,1,0,0,1,0,0,0,0,1,0,0
PROP204832,17.0,New,1993.0,B,72.0,50.0,0,1,0,1,0,0,0,1,1,0,0,1
PROP204833,5.0,Needs Renovation,3665.0,A,,94.0,0,1,1,1,0,0,0,1,1,0,0,0
PROP204834,,New,1024.0,C,92.0,62.0,0,0,0,0,0,0,0,0,0,1,1,0
PROP204835,38.0,Old,1292.0,A,59.0,68.0,0,0,0,1,1,0,0,0,0,1,0,1
PROP204836,1.0,Good,2480.0,E,59.0,87.0,0,1,0,1,0,0,0,0,0,0,0,0
PROP204837,3.0,Needs Renovation,5807.0,F,87.0,77.0,0,0,0,0,0,1,0,0,1,1,0,0
PROP204838,4.0,New,1884.0,F,,62.0,0,1,0,0,0,0,0,0,0,0,0,1
PROP204839,,Needs Renovation,2442.0,A,54.0,76.0,1,0,1,0,0,0,0,0,0,0,0,0
PROP204840,4.0,Old,0.0,C,73.0,,0,0,0,1,1,1,0,0,0,0,0,1
PROP204841,28.0,New,3126.0,D,75.0,62.0,0,0,0,1,0,0,0,0,0,1,0,0
