property_id,city,neighborhood,property_type,bedrooms,bathrooms,area_sqft,year_built,parking,furnishing,latitude,longitude,listing_price,status
PROP204723,Nodia,T Nagar,Plot,3,2,901,1986,Yes,Furnished,20.752016,79.011967,7038423,Under Offer
PROP204724,Bangalore,Andheri,Apartment,2,2,1646,1997,Yes,Unfurnished,13.456136,75.336259,5179281,Under Offer
PROP204725,Chennai,Indiranagar,Row House,3,1,1179,2000,No,Unfurnished,26.781035,76.483499,7250452,Sold
PROP204726,Chennai,Malviya Nagar,Plot,3,1,1065,1999,No,Unfurnished,28.099402,86.509101,3660276,Withdrawn
PROP204727,Surrat,Salt Lake,Plot,2,4,433,2024,Street,Semi-Furnished,24.883666,74.861617,10414374,Withdrawn
PROP204728,Ahmedabad,Sector 62,Villa,1,2,1413,2015,Covered,Semi-Furnished,15.1949,79.310671,22384287,Active
PROP204729,New Delhi,Malviya Nagar,Plot,3,1,1343,2014,Yes,Furnished,25.230374,85.850017,11297927,Under Offer
PROP204730,Jaypur,Sector 62,Studio,3,3,1169,2023,Street,Semi-Furnished,15.653545,79.281366,5792649,Active
PROP204731,Calcutta,Banjara Hills,Plot,3,2,1427,2017,Yes,Furnished,26.094315,86.520143,9350615,Withdrawn
PROP204732,Gurugram,Satellite,Apartment,1,2,1000,2011,Street,Semi-Furnished,27.098286,74.338037,4904156,Withdrawn
PROP204733,Bengaluru,Sector 62,Plot,1,1,989,2009,No,Unfurnished,25.006263,82.264776,13984575,Under Offer
PROP204734,Bengluru,Malviya Nagar,Penthouse,1,1,1314,2019,Yes,Semi-Furnished,24.605539,74.83522,12801126,Under Offer
PROP204735,Surat,Althan,Plot,1,2,625,2007,Covered,Furnished,19.138487,79.060538,13986125,Withdrawn
PROP204736,Gurugram,Banjara Hills,Apartment,1,1,1514,2017,Yes,Semi-Furnished,16.118717,80.034003,10129290,Withdrawn
PROP204737,Nodia,DLF Phase 3,Apartment,4,1,653,2016,Yes,Unfurnished,13.926235,78.300658,6360982,Sold
PROP204738,Hyderabad,DLF Phase 3,Apartment,1,2,1709,2020,No,Semi-Furnished,22.949383,78.901784,8862336,Withdrawn
PROP204739,Noida,Salt Lake,Villa,2,1,834,2015,Covered,Unfurnished,25.419066,84.694426,5818003,Active
PROP204740,Poona,Indiranagar,Villa,3,3,108,2006,Covered,Furnished,18.328599,79.3445,10683363,Under Offer
PROP204741,Jaipur,DLF Phase 3,Plot,1,2,1634,1987,Yes,Unfurnished,20.176143,74.411579,8078669,Under Offer
PROP204742,Dehli,Althan,Studio,2,3,922,1982,No,Semi-Furnished,12.970575,73.445556,12145291,Withdrawn
PROP204743,Pune,Andheri,Villa,3,3,831,2003,Yes,Semi-Furnished,19.073763,78.522166,4110506,Withdrawn
PROP204744,Ahmedabad,Satellite,Villa,1,1,807,1999,Covered,Unfurnished,28.642054,74.697983,4967955,Withdrawn
PROP204745,Hyderabad,Salt Lake,Row House,2,1,745,1992,Covered,Semi-Furnished,28.334918,81.1296,10385799,Sold
PROP204746,New Delhi,Kothrud,Villa,3,2,1095,1990,Street,Furnished,20.6401,86.473085,5481569,Sold
PROP204747,Bangalore,Salt Lake,Row House,3,3,1650,1982,Yes,Furnished,19.22297,82.824069,11782038,Withdrawn
PROP204748,Pune,Banjara Hills,Studio,3,1,1378,2003,No,Unfurnished,22.299849,75.788079,7303236,Active
PROP204749,Surat,Indiranagar,Apartment,2,3,873,,Yes,Unfurnished,23.430828,86.977965,9668777,Active
PROP204750,Noida,Andheri,Plot,3,3,2242,2023,Covered,Semi-Furnished,27.153835,78.077988,4944285,Sold
PROP204751,Jaypur,Indiranagar,Studio,,2,1418,2021,Covered,Semi-Furnished,19.207396,85.073194,4104006,Active
PROP204752,Bengaluru,Banjara Hills,Plot,3,1,1083,1987,Street,Furnished,14.650713,87.754214,10642669,Sold
PROP204753,Jaypur,Salt Lake,Penthouse,1,3,759,2022,Covered,Unfurnished,21.99641,75.48273,1500000,Under Offer
PROP204754,Kalkata,Malviya Nagar,Plot,3,1,1992,2002,Yes,Unfurnished,19.731314,81.844275,12053779,Withdrawn
PROP204755,Surat,DLF Phase 3,Apartment,3,1,869,2004,No,Semi-Furnished,22.371851,75.511005,7813480,Withdrawn
PROP204756,Mumbay,Althan,Plot,1,2,1565,2018,Covered,Unfurnished,19.863017,84.181746,11216683,Sold
PROP204757,Kolkata,Banjara Hills,Plot,2,1,1023,2011,Covered,Unfurnished,23.60268,82.915769,8437381,Active
PROP204758,Jaipur,Banjara Hills,Apartment,3,1,840,2017,Street,Unfurnished,21.008811,76.455445,9762101,Active
PROP204759,Bangalore,Malviya Nagar,Apartment,3,2,714,1996,Street,Furnished,15.166218,84.505454,5139299,Withdrawn
PROP204760,Noida,Satellite,Villa,2,2,1469,1988,Covered,Semi-Furnished,18.858042,78.724171,6887731,Under Offer
PROP204761,Mumbai,Andheri,Villa,3,4,1877,1986,Covered,Furnished,14.743595,87.419401,13316418,Active
PROP204762,Gurugrm,DLF Phase 3,Studio,3,3,1721,1984,No,Unfurnished,22.702812,73.866474,10154738,Active
PROP204763,Kolkata,Banjara Hills,Apartment,1,3,1749,2005,Covered,Unfurnished,15.280663,86.499337,3874074,Active
PROP204764,Mumbay,Satellite,Studio,2,1,1155,2013,Covered,Semi-Furnished,18.544182,79.831853,4742643,Active
PROP204765,New Delhi,Salt Lake,Villa,,2,1695,1989,Covered,Unfurnished,27.32834,75.420058,6793112,Sold
PROP204766,Bengaluru,Salt Lake,Studio,2,1,1599,1997,Street,Semi-Furnished,16.711532,84.646914,9368166,Sold
PROP204767,Noida,Kothrud,Row House,3,1,1656,2019,No,Unfurnished,24.22353,81.251063,13061551,Under Offer
PROP204768,Jaypur,Sector 62,Plot,4,2,592,1987,Street,Furnished,14.321248,83.631608,4661580,Sold
PROP204769,Hydrabad,Althan,Villa,4,2,544,1980,Yes,Semi-Furnished,13.108144,85.335007,7938473,Withdrawn
PROP204770,Calcutta,Kothrud,Row House,1,2,1505,2014,Yes,Semi-Furnished,26.375652,80.289006,7718546,Withdrawn
PROP204771,Poona,Indiranagar,Penthouse,2,3,443,2012,Covered,Furnished,23.187709,80.317073,8762416,Sold
PROP204772,Hyderbad,Salt Lake,Plot,2,2,1002,2008,Street,Furnished,16.280119,76.057146,11420568,Sold
PROP204773,Bengluru,Andheri,Plot,2,2,1394,2014,Street,Unfurnished,25.404723,77.061042,12786065,Sold
PROP204774,Noida,Kothrud,Row House,3,3,1490,,Covered,Semi-Furnished,18.754044,74.216058,6889179,Sold
PROP204775,Gurgaon,Salt Lake,Penthouse,,3,1719,1990,Street,Semi-Furnished,25.965508,75.132879,12184420,Under Offer
PROP204776,New Delhi,Andheri,Villa,2,2,1658,2024,Covered,Unfurnished,15.855336,72.986377,12924375,Sold
PROP204777,Jaipur,Kothrud,Row House,2,3,1216,1991,Covered,Unfurnished,13.112163,80.517786,12270612,Active
PROP204778,Jaypur,Andheri,Apartment,2,1,1318,2011,Covered,Semi-Furnished,27.362359,76.609375,6775559,Sold
PROP204779,Chennnai,Andheri,Studio,2,2,1850,1992,Covered,Unfurnished,12.821297,86.481879,7185292,Under Offer
PROP204780,Nodia,Satellite,Villa,2,2,605,1988,No,Furnished,19.404382,85.229962,12346816,Active
PROP204781,Hydrabad,Satellite,Row House,1,4,527,2016,Street,Unfurnished,28.412009,77.367996,8014183,Under Offer
PROP204782,Surat,Kothrud,Studio,3,1,1106,2020,Street,Unfurnished,23.819844,74.681672,12282839,Active
PROP204783,Bangalore,Sector 62,Apartment,2,2,1953,2023,Street,Semi-Furnished,23.088565,80.938886,10317869,Withdrawn
PROP204784,Punna,Kothrud,Plot,2,2,1907,2024,Covered,Furnished,13.919009,74.213686,9904656,Under Offer
PROP204785,Jaypur,Andheri,Villa,2,1,1777,2013,Yes,Furnished,17.818194,81.352778,7503066,Under Offer
PROP204786,Mumbay,Salt Lake,Row House,4,1,1411,1987,Yes,Furnished,21.470375,80.15794,1725000,Under Offer
PROP204787,Surat,Indiranagar,Studio,3,1,1362,1980,Yes,Unfurnished,15.677936,87.142963,5188829,Active
PROP204788,Gurugrm,DLF Phase 3,Penthouse,1,3,421,2002,Covered,Unfurnished,18.802208,83.968632,14828523,Active
PROP204789,Chennai,Indiranagar,Villa,3,1,1405,2009,Street,Semi-Furnished,14.228457,78.43553,3951636,Withdrawn
PROP204790,Gurugrm,Banjara Hills,Row House,4,1,1156,2013,Street,Furnished,28.464096,81.781244,12025560,Withdrawn
PROP204791,Mumbaai,Indiranagar,Row House,2,1,1216,1988,Covered,Furnished,24.787173,78.617916,4742182,Sold
PROP204792,Bengaluru,Sector 62,Row House,2,2,1588,2017,Covered,Unfurnished,22.15969,74.007806,6655575,Withdrawn
PROP204793,Chennnai,Satellite,Villa,4,3,2066,1993,Street,Unfurnished,25.309471,76.079101,13010974,Active
PROP204794,Chennnai,Althan,Penthouse,2,3,1718,2023,Yes,Semi-Furnished,16.516462,75.304033,8155064,Under Offer
PROP204795,Punna,T Nagar,Plot,4,2,1797,2017,Yes,Semi-Furnished,15.755692,73.073461,6260961,Active
PROP204796,Gurugrm,Satellite,Studio,3,2,1473,2007,Yes,Semi-Furnished,26.121471,77.7838,10924011,Withdrawn
PROP204797,Ahemdabad,Satellite,Plot,1,2,1753,1981,Yes,Unfurnished,25.893802,73.542453,11859438,Sold
PROP204798,Mumbai,T Nagar,Penthouse,2,1,1167,1990,Yes,Semi-Furnished,19.511614,78.126473,9648330,Active
PROP204799,Kolkata,Kothrud,Apartment,1,2,1355,2010,Street,Furnished,18.01774,83.922465,7231557,Withdrawn
PROP204800,Jaypur,Sector 62,Apartment,2,,1348,2023,Street,Semi-Furnished,14.426069,83.212169,12392606,Under Offer
PROP204801,Bengaluru,Banjara Hills,Row House,1,1,2513,1995,Yes,Unfurnished,19.137315,78.991569,7652293,Under Offer
PROP204802,Bengluru,Althan,Plot,3,1,236,1990,Covered,Semi-Furnished,19.250721,85.53947,1650000,Withdrawn
PROP204803,Calcutta,T Nagar,Villa,2,2,1035,2022,Covered,Unfurnished,19.936125,80.367068,13532408,Active
PROP204804,Mumbay,Sector 62,Apartment,1,1,984,2008,Street,Unfurnished,22.932088,78.550415,9514766,Under Offer
PROP204805,Pune,Salt Lake,Villa,1,1,1040,2008,Covered,Furnished,17.321982,80.092829,10250247,Withdrawn
PROP204806,Noida,Malviya Nagar,Plot,1,2,1368,2017,Yes,Furnished,18.39897,85.949948,12829589,Under Offer
PROP204807,Delhi,Satellite,Penthouse,1,2,1501,1992,Covered,Semi-Furnished,23.813166,73.078274,8779231,Active
PROP204808,Chennai,Althan,Villa,3,3,738,1991,Street,Unfurnished,14.085392,82.937523,14047913,Under Offer
PROP204809,Hyderbad,Malviya Nagar,Plot,,2,745,2010,Street,Unfurnished,15.645783,73.035091,6606437,Sold
PROP204810,Mumbaai,Andheri,Studio,3,2,1517,2000,Covered,Furnished,17.442952,77.945374,12543473,Sold
PROP204811,Ahmedabad,Malviya Nagar,Row House,3,3,1579,1990,Yes,Semi-Furnished,23.475456,83.475838,2468752,Active
PROP204812,Mumbaai,Althan,Studio,3,2,2157,2012,No,Unfurnished,17.305329,77.693094,8776909,Active
PROP204813,Poona,Malviya Nagar,Apartment,1,3,1640,2001,No,Unfurnished,26.584999,74.927642,17326068,Active
PROP204814,Nodia,Malviya Nagar,Plot,2,2,1192,2002,Street,Furnished,26.751381,72.742954,15054084,Withdrawn
PROP204815,Ahemdabad,Althan,Penthouse,2,1,559,2014,No,Unfurnished,21.963484,86.94311,8729638,Active
PROP204816,Ahemdabad,Salt Lake,Penthouse,2,1,1359,1981,Street,Unfurnished,26.272212,74.270221,3744386,Sold
PROP204817,Jaypur,Althan,Plot,4,3,1084,1993,No,Semi-Furnished,22.278964,81.253073,12520689,Withdrawn
PROP204818,Surrat,Banjara Hills,Plot,2,2,935,2015,Covered,Furnished,24.819169,83.502657,13994473,Sold
PROP204819,Jaipur,Malviya Nagar,Penthouse,2,3,1347,1987,No,Unfurnished,18.563042,85.875534,13166879,Sold
PROP204820,Surrat,Sector 62,Penthouse,1,2,1021,2015,Street,Unfurnished,18.690646,83.968244,12083923,Active
PROP204821,Chennnai,Sector 62,Row House,3,2,757,2018,Yes,Semi-Furnished,21.759289,75.880597,9051210,Sold
PROP204822,Mumbaai,Banjara Hills,Apartment,1,2,937,2018,Street,Unfurnished,14.553039,79.229091,2627253,Under Offer
PROP204823,Hydrabad,Sector 62,Studio,2,2,1637,2021,No,Unfurnished,16.05857,87.868802,14086520,Active
PROP204824,Dehli,Sector 62,Studio,3,2,1442,1989,Covered,Unfurnished,27.057549,87.847586,11857519,Withdrawn
PROP204825,Surrat,Satellite,Penthouse,3,2,2250,1983,Covered,Unfurnished,25.557347,74.770328,12725743,Active
PROP204826,Ahmedabad,Salt Lake,Villa,2,1,1276,2000,Street,Unfurnished,14.22244,78.990899,6693847,Sold
PROP204827,Surat,Malviya Nagar,Studio,3,2,2421,2018,Covered,Unfurnished,22.163457,88.067505,9027343,Withdrawn
PROP204828,Chennnai,DLF Phase 3,Apartment,3,1,1068,1980,Yes,Unfurnished,14.323991,79.197757,7048766,Under Offer
PROP204829,Surat,Sector 62,Studio,1,3,1270,2018,Yes,Unfurnished,25.869957,78.125127,12348205,Sold
PROP204830,Bangalore,Sector 62,Apartment,1,,1058,1999,Covered,Unfurnished,15.008635,75.329035,9888047,Under Offer
PROP204831,Hydrabad,Satellite,Penthouse,1,2,1251,2003,No,Semi-Furnished,27.90644,81.399626,12488405,Under Offer
PROP204832,Mumbaai,Banjara Hills,Studio,2,3,925,2023,Covered,Unfurnished,23.979289,83.549165,19233565,Under Offer
PROP204833,Nodia,Indiranagar,Apartment,4,2,1977,1998,Covered,Unfurnished,15.685678,81.479448,6816181,Withdrawn
PROP204834,Surat,DLF Phase 3,Penthouse,3,1,1316,2006,No,Unfurnished,19.554112,75.470644,15479498,Withdrawn
PROP204835,Delhi,T Nagar,Plot,2,3,1182,1984,Street,Furnished,19.37262,82.500795,4301596,Under Offer
PROP204836,Poona,DLF Phase 3,Row House,1,2,786,2001,Yes,Furnished,25.623954,74.695277,8757254,Withdrawn
PROP204837,Ahmedabad,Kothrud,Villa,2,1,1411,2009,Street,Semi-Furnished,17.330193,72.942799,8677899,Withdrawn
PROP204838,Dehli,Andheri,Apartment,2,2,1293,1998,Yes,Furnished,12.875182,76.705818,11350895,Withdrawn
PROP204839,Ahmedabad,Indiranagar,Penthouse,1,1,933,2010,Covered,Semi-Furnished,13.052413,84.282302,7479622,Sold
PROP204840,Ahmedabad,Sector 62,Plot,3,1,1004,1999,Street,Unfurnished,17.92914,76.335172,8320361,Active
PROP204841,Ahmedabad,Kothrud,Row House,2,2,1425,1989,Covered,Semi-Furnished,19.84537,88.188793,13269354,Withdrawn
PROP204842,Noida,Kothrud,Row House,4,2,933,1998,Street,Furnished,22.929361,83.001227,5705788,Under Offer
PROP204843,Surrat,Andheri,Row House,3,1,545,1981,No,Furnished,16.57078,87.214846,9235708,Active
PROP204844,Surrat,Satellite,Villa,,1,939,2021,No,Furnished,19.716,80.363306,7891328,Active
PROP204845,Nodia,Sector 62,Apartment,3,2,1424,1992,Street,Semi-Furnished,19.25466,85.158841,6145049,Withdrawn
PROP204846,Mumbai,Salt Lake,Apartment,1,1,833,2014,Yes,Unfurnished,19.291622,80.246615,7006827,Sold
PROP204847,Nodia,T Nagar,Penthouse,1,1,611,1994,No,Unfurnished,20.477387,86.034854,17305786,Under Offer
PROP204848,Gurugram,Malviya Nagar,Villa,3,3,1157,1981,Yes,Unfurnished,14.863546,75.812808,9650284,Sold
PROP204849,Nodia,DLF Phase 3,Villa,1,2,771,1998,Covered,Unfurnished,23.337439,78.899354,7764681,Under Offer
PROP204850,Ahmedabad,Sector 62,Plot,3,2,1124,1980,Covered,Semi-Furnished,21.47539,79.112984,6703782,Withdrawn
PROP204851,Noida,Kothrud,Plot,,2,1703,2019,No,Semi-Furnished,24.446574,80.962728,11645956,Withdrawn
PROP204852,Gurugram,Malviya Nagar,Studio,2,3,1395,1982,No,Furnished,14.434898,76.683961,6405000,Withdrawn
PROP204853,Pune,Banjara Hills,Row House,2,1,448,2015,Covered,Unfurnished,20.682636,86.271094,8379507,Under Offer
PROP204854,Noida,Andheri,Penthouse,5,3,1229,2022,Yes,Furnished,15.300299,80.413459,3612662,Withdrawn
PROP204855,Hydrabad,Indiranagar,Studio,1,,771,2018,Street,Semi-Furnished,19.028596,86.550522,5295936,Withdrawn
PROP204856,Mumbay,Satellite,Row House,2,2,1424,2001,Yes,Semi-Furnished,16.22014,80.075981,14378686,Active
PROP204857,Noida,Malviya Nagar,Plot,4,1,1523,1992,Yes,Unfurnished,22.817972,84.023627,11933712,Withdrawn
PROP204858,Kalkata,Althan,Penthouse,1,1,1717,2023,Yes,Furnished,15.981179,82.11177,12631754,Sold
PROP204859,Gurugrm,Sector 62,Studio,4,2,1510,2017,Yes,Unfurnished,21.029548,86.596845,12350354,Withdrawn
PROP204860,Surrat,DLF Phase 3,Villa,3,1,1234,1985,No,Semi-Furnished,27.107502,74.111221,14772269,Under Offer
PROP204861,Ahmedabad,T Nagar,Plot,1,2,1506,1992,Covered,Unfurnished,12.817086,74.894754,7837104,Sold
PROP204862,Surrat,Indiranagar,Studio,2,1,528,2004,Street,Semi-Furnished,17.825715,87.430365,6636605,Active
PROP204863,Pune,Salt Lake,Penthouse,2,1,778,2014,No,Unfurnished,23.744199,74.534391,12053265,Sold
PROP204864,Noida,T Nagar,Row House,1,2,2153,2021,Covered,Unfurnished,17.235282,75.176812,8437574,Sold
PROP204865,Nodia,Banjara Hills,Villa,3,1,1741,1998,Covered,Semi-Furnished,24.567412,76.114131,10961689,Withdrawn
PROP204866,Hyderabad,Andheri,Villa,3,1,458,1986,Covered,Furnished,14.834622,83.445028,8318612,Withdrawn
PROP204867,Chennnai,Sector 62,Studio,2,1,855,2001,Yes,Semi-Furnished,14.079897,73.39485,5130799,Under Offer
PROP204868,Mumbai,Kothrud,Villa,3,2,444,1992,No,Unfurnished,21.50261,86.785976,8653005,Active
PROP204869,Calcutta,Satellite,Villa,3,2,1903,2002,No,Semi-Furnished,17.728627,82.372534,7351450,Active
PROP204870,Gurgaon,Malviya Nagar,Plot,3,1,1780,2000,Street,Semi-Furnished,23.80897,84.16973,13305269,Sold
PROP204871,Chennnai,DLF Phase 3,Penthouse,2,1,1118,2012,Covered,Furnished,18.60115,85.578812,12903235,Active
PROP204872,Gurugrm,Malviya Nagar,Penthouse,2,1,1710,2009,Covered,Unfurnished,25.683078,82.986706,16540884,Active
PROP204873,Mumbaai,Althan,Apartment,3,3,978,1997,Yes,Semi-Furnished,21.009397,73.498227,13084083,Under Offer
PROP204874,Surrat,Althan,Apartment,3,1,1521,2024,No,Furnished,17.78859,74.632199,9335468,Under Offer
PROP204875,Poona,Salt Lake,Penthouse,3,2,902,2015,No,Furnished,24.563696,79.110512,9811324,Active
PROP204876,Surat,Indiranagar,Row House,,2,559,1999,Covered,Furnished,22.703335,77.418635,4592480,Active
PROP204877,New Delhi,Andheri,Villa,1,2,1050,2003,Street,Furnished,16.8689,84.611786,7541245,Sold
PROP204878,Nodia,Kothrud,Apartment,2,1,469,2016,No,Unfurnished,14.615097,81.584977,16471080,Sold
PROP204879,Pune,Indiranagar,Plot,4,2,719,1993,Street,Furnished,26.376732,85.681734,13032597,Withdrawn
PROP204880,Noida,Satellite,Row House,3,1,333,2000,Covered,Unfurnished,20.741628,86.584607,14047133,Sold
PROP204881,Mumbaai,Malviya Nagar,Plot,2,2,1030,2000,Yes,Furnished,15.676968,84.352782,10193448,Withdrawn
PROP204882,Mumbay,Indiranagar,Villa,3,2,1189,1997,Covered,Unfurnished,20.481635,83.943717,11835074,Under Offer
PROP204883,Bengluru,Althan,Studio,3,1,1332,2001,Yes,Furnished,17.617343,78.551815,2286867,Sold
PROP204884,Chennai,Sector 62,Penthouse,2,2,1078,1981,Street,Furnished,14.395209,74.726587,11467276,Withdrawn
PROP204885,Ahmedabad,Andheri,Studio,1,3,913,1986,No,Furnished,13.93238,74.458505,7109903,Under Offer
PROP204886,Kalkata,DLF Phase 3,Row House,2,2,1497,1995,Yes,Semi-Furnished,15.937646,87.410639,2651506,Under Offer
PROP204887,Gurugram,Banjara Hills,Villa,2,2,1679,2024,Street,Unfurnished,22.188535,82.80702,12528968,Under Offer
PROP204888,Chennnai,Banjara Hills,Studio,1,1,744,1986,No,Semi-Furnished,15.78777,84.508513,8340254,Sold
PROP204889,Jaipur,Malviya Nagar,Plot,3,3,1390,2016,Yes,Furnished,13.924008,82.672318,13037342,Under Offer
PROP204890,Bengluru,Malviya Nagar,Penthouse,1,1,838,1998,Street,Unfurnished,14.153769,83.437879,10915786,Withdrawn
PROP204891,Calcutta,Salt Lake,Penthouse,3,1,840,1986,Covered,Unfurnished,17.894818,84.897262,11007689,Active
PROP204892,Gurugrm,DLF Phase 3,Row House,3,2,1663,2014,Yes,Furnished,26.439151,82.344477,15625664,Active
PROP204893,Calcutta,Salt Lake,Penthouse,2,1,787,1997,No,Unfurnished,14.329115,80.52742,10248268,Under Offer
PROP204894,Kalkata,Andheri,Studio,1,2,1234,1991,No,Unfurnished,15.781939,76.660446,9592255,Under Offer
PROP204895,Delhi,Banjara Hills,Penthouse,3,2,1405,1991,No,Furnished,24.772494,87.020677,7124336,Withdrawn
PROP204896,Hyderbad,Salt Lake,Penthouse,3,1,1254,1998,No,Furnished,15.916984,86.800099,13657112,Withdrawn
PROP204897,Kalkata,Kothrud,Studio,1,1,1479,1994,Street,Semi-Furnished,20.530969,74.472236,3514749,Active
PROP204898,Pune,DLF Phase 3,Apartment,3,,1253,2019,Street,Semi-Furnished,23.720576,79.385201,7786663,Withdrawn
PROP204899,Ahemdabad,Kothrud,Apartment,1,2,1206,2023,Yes,Unfurnished,20.402162,81.692695,6826469,Active
PROP204900,Punna,Althan,Penthouse,3,1,922,2000,Covered,Furnished,26.170972,86.177917,9580989,Withdrawn
PROP204901,Bangalore,DLF Phase 3,Row House,2,2,740,2004,Street,Unfurnished,16.427193,74.651728,9290709,Withdrawn
PROP204902,Poona,T Nagar,Penthouse,2,1,1036,1990,No,Semi-Furnished,24.78026,82.560603,8937248,Sold
PROP204903,Hyderabad,T Nagar,Villa,2,1,1216,1982,Street,Unfurnished,23.921914,88.309788,8879604,Under Offer
PROP204904,Jaipur,Indiranagar,Plot,3,1,892,2004,No,Semi-Furnished,26.058164,77.8336,9197399,Withdrawn
PROP204905,Noida,Sector 62,Villa,,4,1004,2000,Street,Semi-Furnished,21.055041,84.202215,11058765,Active
PROP204906,Mumbaai,Malviya Nagar,Studio,3,,777,2023,Street,Unfurnished,23.881968,74.964848,13936442,Sold
PROP204907,Delhi,Banjara Hills,Villa,3,4,863,2003,Street,Semi-Furnished,14.828985,80.671118,12107713,Under Offer
PROP204908,Gurugram,Malviya Nagar,Penthouse,2,3,769,2017,No,Semi-Furnished,20.522529,84.071669,9992106,Withdrawn
PROP204909,Hydrabad,Salt Lake,Apartment,2,3,1583,1996,Street,Furnished,16.574265,87.878602,8240635,Sold
PROP204910,Surat,Indiranagar,Apartment,2,2,1115,1995,Yes,Furnished,16.464893,83.437466,12873419,Sold
PROP204911,Punna,Andheri,Penthouse,3,2,630,1997,Street,Semi-Furnished,26.758388,79.121414,5159072,Under Offer
PROP204912,Kalkata,Kothrud,Plot,3,2,926,2010,Street,Unfurnished,27.155087,79.362808,6869795,Withdrawn
PROP204913,Kalkata,Sector 62,Plot,1,1,1316,1990,Yes,Unfurnished,19.006868,80.787411,13007817,Sold
PROP204914,Gurgaon,Malviya Nagar,Penthouse,4,4,1200,1995,Covered,Semi-Furnished,23.369921,76.771045,10859047,Active
PROP204915,Delhi,Satellite,Villa,2,1,865,2014,Covered,Unfurnished,14.729228,76.241239,6949983,Under Offer
PROP204916,Pune,Malviya Nagar,Penthouse,1,1,1081,2004,Covered,Semi-Furnished,27.911569,80.18349,13509783,Withdrawn
PROP204917,Nodia,DLF Phase 3,Row House,1,2,989,2004,Covered,Semi-Furnished,23.922649,73.42554,10524143,Active
PROP204918,Chennnai,Althan,Row House,2,2,1977,1994,Street,Furnished,22.010826,88.09892,4423680,Sold
PROP204919,Mumbaai,Banjara Hills,Villa,1,1,433,,No,Semi-Furnished,20.462377,83.21411,15461311,Under Offer
PROP204920,Mumbay,Malviya Nagar,Row House,4,1,1364,2024,Yes,Furnished,12.874348,76.517088,4837828,Active
PROP204921,Bangalore,Satellite,Plot,2,1,423,2008,Street,Furnished,20.207041,80.310902,5530956,Withdrawn
PROP204922,Jaypur,Kothrud,Villa,2,2,1557,2007,Street,Unfurnished,17.319532,87.943636,10738202,Under Offer
PROP204923,Jaipur,Salt Lake,Penthouse,2,3,959,2004,No,Semi-Furnished,22.1034,72.648601,13294314,Under Offer
PROP204924,Gurugrm,Althan,Villa,1,1,1400,2002,Covered,Unfurnished,23.672307,78.98287,10339031,Under Offer
PROP204925,Ahemdabad,Sector 62,Plot,1,3,1290,1988,Covered,Furnished,24.505779,81.459835,8656595,Active
PROP204926,Surrat,Andheri,Penthouse,1,2,291,,Street,Unfurnished,23.954939,82.227022,11095426,Sold
PROP204927,Noida,Salt Lake,Studio,2,1,1699,1980,Covered,Semi-Furnished,20.54156,87.159235,6243019,Active
PROP204928,Gurugram,Malviya Nagar,Studio,1,2,1235,1981,Yes,Furnished,19.045828,73.36999,14707768,Sold
PROP204929,Kolkata,Malviya Nagar,Penthouse,5,3,676,2015,No,Semi-Furnished,20.392725,87.737451,8237994,Under Offer
PROP204930,Jaipur,Sector 62,Plot,3,1,867,2012,Yes,Semi-Furnished,16.348348,84.908482,9718188,Active
PROP204931,Hyderabad,Althan,Row House,2,2,1237,1981,Covered,Furnished,14.858128,81.655979,8145750,Under Offer
PROP204932,Kalkata,Andheri,Penthouse,3,1,1673,1981,Yes,Unfurnished,17.276755,82.167084,1500000,Sold
PROP204933,Hyderabad,Althan,Plot,2,2,1693,1991,No,Unfurnished,13.981666,85.554775,11214622,Under Offer
PROP204934,Delhi,Andheri,Studio,2,2,1312,2022,No,Semi-Furnished,16.685686,87.963628,4124449,Active
PROP204935,Calcutta,Andheri,Penthouse,2,2,229,,Yes,Unfurnished,28.490444,76.667127,14008307,Withdrawn
PROP204936,Jaypur,DLF Phase 3,Penthouse,5,2,641,1994,Yes,Semi-Furnished,28.324604,74.652827,12298661,Under Offer
PROP204937,Kolkata,T Nagar,Penthouse,2,2,1692,2019,No,Furnished,23.293515,79.493658,11158435,Withdrawn
PROP204938,Gurgaon,Satellite,Row House,2,2,766,2021,Covered,Furnished,26.609012,79.52955,17369948,Withdrawn
PROP204939,Pune,DLF Phase 3,Penthouse,1,1,1209,1980,Covered,Semi-Furnished,14.832145,79.976434,3433622,Under Offer
PROP204940,Gurugrm,Indiranagar,Studio,3,2,1275,2002,No,Unfurnished,17.179704,84.721919,9348476,Active
PROP204941,Nodia,Althan,Apartment,4,3,1689,1987,Street,Semi-Furnished,15.59455,84.931217,10802597,Sold
PROP204942,Gurugrm,Kothrud,Apartment,2,2,1061,2006,No,Semi-Furnished,26.105958,72.903442,13942712,Under Offer
PROP204943,New Delhi,T Nagar,Apartment,3,1,1106,2004,No,Semi-Furnished,17.038384,76.186968,9682146,Sold
PROP204944,Bangalore,Satellite,Penthouse,4,2,1344,1982,Yes,Furnished,23.278187,87.083522,8962085,Under Offer
PROP204945,Kalkata,Andheri,Penthouse,1,1,1277,2020,Yes,Unfurnished,24.361817,76.738387,4513752,Sold
PROP204946,Chennnai,Salt Lake,Studio,5,1,1297,2005,No,Unfurnished,17.575847,76.071487,3840055,Active
