property_id,amenities,age_years,condition,hoa_fee,energy_rating,school_score,walk_score
PROP204020,"Security, Power Backup",7,Old,2852,E,54,73
PROP204021,"Club House, Pool",36,New,829,D,46,33
PROP204022,"Gym, Wifi",11,Needs Renovation,4358,B,60,72
PROP204023,"Intercom, Security, Gym",33,Good,1464,E,56,89
PROP204024,"Play Area, Lift, Intercom, Gym, Wifi",34,Old,2166,E,54,94
PROP204025,"Lift, Pool",39,Needs Renovation,2424,C,90,98
PROP204026,"Power Backup, Gym, Pool, Wifi, CCTV",36,Old,3594,B,80,76
PROP204027,"Garden, CCTV, Club House",32,Good,4335,A,61,30
PROP204028,"Garden, Play Area",39,Needs Renovation,3478,D,60,85
PROP204029,"Parking, Intercom, Security",8,Good,2001,A,76,94
PROP204030,"Pool, Gym, Club House",26,Needs Renovation,2859,D,49,46
PROP204031,"Wifi, Club House, Gym, Lift, CCTV",19,Good,4257,F,97,69
PROP204032,"Wifi, Security, Play Area, CCTV, Lift",25,Needs Renovation,,D,84,35
PROP204033,"Gym, Club House, Power Backup",14,New,3138,A,58,50
PROP204034,"CCTV, Lift, Intercom, Gym",22,New,3171,B,50,79
PROP204035,"Power Backup, CCTV",11,Old,1553,C,87,62
PROP204036,"Club House, Wifi, Garden, Lift, Gym",32,New,1308,E,55,92
PROP204037,"CCTV, Gym, Power Backup",7,Needs Renovation,2671,A,40,92
PROP204038,"Parking, Gym",29,Old,,C,87,47
PROP204039,"Club House, Parking, Garden",28,New,1911,F,52,62
PROP204040,"Pool, Garden, Intercom",30,New,2903,A,80,40
PROP204041,"Club House, Lift, Security",34,Good,,A,55,69
PROP204042,"Parking, Power Backup, CCTV",28,Needs Renovation,2571,B,73,87
PROP204043,"Intercom, Garden",11,Needs Renovation,1681,F,,61
PROP204044,"Play Area, Wifi",30,Needs Renovation,3792,F,52,87
PROP204045,"Parking, Gym",29,New,3038,A,47,97
PROP204046,"Parking, Power Backup, Pool, Club House",32,New,3501,F,78,30
PROP204047,"Wifi, Parking, Intercom",22,Good,3774,A,87,69
PROP204048,"Pool, Lift, Play Area, CCTV, Security",19,New,,B,77,95
PROP204049,"Parking, Gym, Pool, Club House",34,Needs Renovation,2409,A,45,67
PROP204050,"Intercom, Parking",13,New,,D,55,79
PROP204051,"Lift, Garden",9,Needs Renovation,2706,A,,86
PROP204052,"Lift, Power Backup",26,New,0,C,63,79
PROP204053,"Power Backup, Wifi",38,Needs Renovation,2865,D,51,44
PROP204054,"Garden, Parking, Lift",,Old,2079,D,75,80
PROP204055,"Pool, CCTV, Gym, Wifi, Garden",33,Good,4505,D,75,81
PROP204056,"Play Area, CCTV, Garden, Intercom, Security",15,New,,D,60,96
PROP204057,"CCTV, Lift, Power Backup, Parking, Gym",,Needs Renovation,3116,C,62,41
PROP204058,"Wifi, Lift, Intercom",11,Old,,E,,44
PROP204059,"Wifi, Club House, Gym, Parking",25,Old,4436,C,60,95
PROP204060,"CCTV, Wifi",38,Needs Renovation,2879,D,44,54
PROP204061,"Gym, Power Backup, Intercom, Parking",29,Good,2257,D,70,48
PROP204062,"Power Backup, Gym, Lift, Play Area",18,New,2365,C,61,37
PROP204063,"Security, Wifi, Garden, Play Area",10,Needs Renovation,0,B,81,59
PROP204064,"Lift, Parking, Intercom",34,Old,2080,D,52,99
PROP204065,"Gym, Wifi, Club House",21,Needs Renovation,2210,A,56,97
PROP204066,"Wifi, Club House, Security, Garden",6,Old,2449,B,66,37
PROP204067,"Club House, Gym, CCTV",1,Old,3022,B,71,91
PROP204068,"Garden, Play Area, Parking, CCTV",15,Needs Renovation,2491,A,54,32
PROP204069,"Lift, Club House, Garden",19,New,4632,B,45,69
PROP204070,"Gym, Play Area, CCTV",,Old,1241,B,49,92
PROP204071,"Security, Garden, Play Area, Intercom",,Old,3195,E,54,89
PROP204072,"Wifi, Gym",22,Good,3911,E,54,60
PROP204073,"Gym, Lift, Intercom",35,Good,955,E,71,65
PROP204074,"Garden, Lift, Club House, Wifi, Intercom",6,Needs Renovation,2871,E,60,90
PROP204075,"Wifi, Gym, Pool",28,Old,2744,E,71,49
PROP204076,"Play Area, Wifi, Power Backup, Lift, Garden",2,Needs Renovation,4110,F,44,90
PROP204077,"Wifi, Power Backup, Parking",2,Old,3058,F,65,
PROP204078,"Lift, Gym, Security, Power Backup",26,Good,,B,76,51
PROP204079,"Lift, Parking, Club House",0,Old,1813,E,69,87
PROP204080,"Power Backup, Security",,Old,,B,43,75
PROP204081,"Play Area, Security, Lift",34,Needs Renovation,2282,A,91,70
PROP204082,"Garden, Parking",33,Needs Renovation,1776,C,44,83
PROP204083,"CCTV, Club House, Play Area, Garden, Parking",1,New,3007,D,93,73
PROP204084,"Garden, Wifi, CCTV, Intercom, Power Backup",7,Old,2037,C,72,81
PROP204085,"CCTV, Security, Wifi, Lift, Gym",15,New,1359,F,87,76
PROP204086,"Wifi, Play Area, Parking, Garden, Security",36,Good,1741,C,63,61
PROP204087,"Club House, Parking, Gym, Intercom",9,Old,289,F,42,93
PROP204088,"CCTV, Intercom",39,Needs Renovation,2816,C,86,90
PROP204089,"Power Backup, Club House, Garden, Play Area",27,Needs Renovation,0,D,71,46
PROP204090,"Play Area, Lift, Power Backup",38,Needs Renovation,3693,E,48,66
PROP204091,"Garden, Wifi, Power Backup",15,Needs Renovation,2393,A,66,41
PROP204092,"Intercom, Pool, CCTV",3,Old,3219,E,64,96
PROP204093,"Play Area, Power Backup",29,Old,5214,D,65,44
PROP204094,"Security, Lift, Gym, Garden",21,New,685,D,77,95
PROP204095,"Lift, Intercom",9,New,818,F,77,32
PROP204096,"Pool, Play Area, Club House",31,Needs Renovation,3409,A,69,84
PROP204097,"Parking, Lift, Gym, Wifi, Security",5,Old,2945,E,82,66
PROP204098,"Security, Pool, Power Backup",0,New,2699,F,95,73
PROP204099,"Wifi, Play Area, Security, Garden, Power Backup",23,Old,3605,C,74,75
PROP204100,"Parking, Garden, Intercom, Wifi",10,New,4564,A,65,
PROP204101,"Parking, Garden, Gym",4,Good,3493,C,58,93
PROP204102,"Play Area, Pool, Security, Power Backup",7,New,0,A,62,51
PROP204103,"Intercom, Play Area, Security",8,Old,4087,B,,46
PROP204104,"Parking, Gym, Club House",30,Old,1754,C,86,55
PROP204105,"Wifi, Pool, Lift",23,Needs Renovation,2278,B,91,69
PROP204106,"Club House, Security, Wifi, Parking, Garden",13,Good,1107,E,44,39
PROP204107,"CCTV, Garden, Parking, Intercom, Club House",18,Good,4557,A,50,77
PROP204108,"Pool, CCTV",31,Needs Renovation,,F,,54
PROP204109,"Power Backup, Pool, CCTV, Wifi, Gym",13,Needs Renovation,1116,C,65,60
PROP204110,"Play Area, Security, Lift, Parking, Wifi",,Old,1764,C,66,60
PROP204111,"Gym, Pool",11,New,2100,F,65,89
PROP204112,"Wifi, CCTV, Parking, Power Backup, Pool",22,Good,4931,F,93,55
PROP204113,"Club House, Wifi, Pool",9,New,1260,D,69,61
PROP204114,"Security, Lift, Gym, Parking, Play Area",1,New,2187,B,53,90
PROP204115,"Power Backup, Garden, Gym, Club House",12,Needs Renovation,1573,C,42,64
PROP204116,"Pool, Wifi, Parking, Power Backup, Intercom",32,Good,2541,E,80,40
PROP204117,"Club House, Wifi, Pool, Intercom",36,Good,1727,B,86,60
PROP204118,"Lift, CCTV, Gym",23,New,2048,E,58,68
PROP204119,"Gym, CCTV, Security, Parking",24,Good,2021,B,74,88
PROP204120,"Parking, Garden",28,New,3456,E,88,33
PROP204121,"Garden, Security, Play Area, Pool, Gym",30,New,1931,A,43,37
PROP204122,"Power Backup, Pool, Parking, Intercom, Security",38,New,4260,E,55,65
PROP204123,"CCTV, Intercom, Garden, Play Area",3,New,3646,F,88,68
PROP204124,"Parking, Wifi",4,Old,324,F,75,43
PROP204125,"Security, Play Area, Parking, Wifi, Gym",32,Needs Renovation,2687,E,78,84
PROP204126,"Garden, Play Area, CCTV",0,New,3897,A,62,68
PROP204127,"CCTV, Parking, Power Backup, Lift",1,Old,2897,F,70,66
PROP204128,"Play Area, Gym",24,Needs Renovation,1351,B,46,
PROP204129,"Lift, Intercom, Security, Wifi",26,Old,2115,F,96,31
PROP204130,"Parking, Intercom, Security, Power Backup, Garden",1,Old,1722,B,66,70
PROP204131,"Play Area, Wifi, Parking, Power Backup, Security",12,New,2849,F,77,99
PROP204132,"Club House, Parking, Power Backup, Lift",32,Good,2430,F,83,85
PROP204133,"Power Backup, Wifi",39,Needs Renovation,4507,E,92,51
PROP204134,"Play Area, Garden, CCTV, Security",16,Needs Renovation,3201,C,91,30
PROP204135,"Wifi, Garden, Club House",0,New,1623,D,67,92
PROP204136,"CCTV, Power Backup",13,New,1893,C,67,61
PROP204137,"Club House, Security, Intercom, Lift",13,Old,4076,F,71,81
PROP204138,"Security, Play Area",20,Needs Renovation,3177,A,51,47
PROP204139,"Pool, Play Area, CCTV, Lift, Security",17,Needs Renovation,2399,D,54,69
PROP204140,"CCTV, Wifi, Garden, Lift",36,New,382,B,98,70
PROP204141,"Club House, Power Backup, Lift, Garden",37,New,3100,F,61,88
PROP204142,"Garden, Wifi, CCTV, Parking",39,New,3882,F,,30
PROP204143,"Club House, Wifi, Security",6,Good,2198,B,97,41
PROP204144,"Garden, Gym",31,Old,3909,C,59,90
PROP204145,"Security, Lift, Play Area, Wifi, Club House",14,Needs Renovation,1733,F,68,50
PROP204146,"Power Backup, CCTV, Garden, Wifi",17,Old,2856,C,86,42
PROP204147,"Pool, Intercom",16,New,2447,B,93,84
PROP204148,"Garden, Gym, Intercom, Pool",6,New,501,A,94,83
PROP204149,"Wifi, Power Backup",8,Needs Renovation,33,C,71,91
PROP204150,"Gym, Wifi, Club House, Play Area",21,Good,2147,E,51,30
PROP204151,"Intercom, Security",20,Old,3123,A,91,51
PROP204152,"Garden, Play Area",30,Needs Renovation,,F,51,66
PROP204153,"Garden, Pool",,Good,1770,F,,49
PROP204154,"Power Backup, Gym, Wifi, Parking, Security",9,New,3253,C,61,57
PROP204155,"Pool, Parking, Play Area, Intercom, Security",23,Needs Renovation,0,E,41,36
PROP204156,"CCTV, Lift, Club House, Gym",39,New,2592,F,62,62
PROP204157,"Security, Power Backup, Garden, Parking",35,Old,3795,A,51,80
PROP204158,"Club House, CCTV, Power Backup, Wifi, Parking",9,Old,3466,E,61,33
PROP204159,"Power Backup, Security, Parking",12,Good,1740,F,47,87
PROP204160,"Pool, Intercom, CCTV, Parking, Security",20,Old,2850,D,,42
PROP204161,"Gym, Security, Power Backup",16,New,4315,E,83,37
PROP204162,"Security, CCTV",,Needs Renovation,3664,B,84,48
PROP204163,"Club House, Pool",39,Needs Renovation,3880,A,43,88
PROP204164,"Club House, Parking, Security, Wifi, Intercom",14,Good,2003,F,41,71
PROP204165,"Play Area, Garden",15,Needs Renovation,2774,F,60,55
PROP204166,"Garden, Pool, Security",15,Good,3672,C,,41
PROP204167,"Power Backup, Parking",24,Old,,C,99,91
PROP204168,"Intercom, Power Backup, Gym, Garden",3,Good,4422,D,65,61
PROP204169,"Power Backup, Garden, Pool, Play Area",23,Good,4221,C,96,68
PROP204170,"CCTV, Club House, Intercom",18,Old,4653,B,93,43
PROP204171,"Wifi, Garden",12,Old,1580,B,72,97
PROP204172,"Security, Pool",39,Old,1401,B,93,95
PROP204173,"Pool, Parking, Security",4,New,2801,E,61,40
PROP204174,"Power Backup, Play Area",3,Needs Renovation,2311,D,66,
PROP204175,"Lift, Garden, Pool",18,Needs Renovation,954,F,45,48
PROP204176,"Security, Garden, Play Area, Wifi",8,Needs Renovation,2465,C,51,74
PROP204177,"Parking, Garden, Security, Play Area",34,Needs Renovation,5084,B,86,33
PROP204178,"Play Area, Security",38,New,1088,E,47,32
PROP204179,"Wifi, Garden",38,New,3480,D,80,55
PROP204180,"Power Backup, Play Area, Club House",24,Needs Renovation,2781,F,70,45
PROP204181,"Power Backup, Gym, Security, Garden, Parking",15,Good,3906,A,96,97
PROP204182,"Garden, Gym",38,Needs Renovation,800,C,59,96
PROP204183,"Pool, Power Backup, Club House, Intercom, Parking",32,Good,2385,B,96,52
PROP204184,"CCTV, Security, Play Area",10,Old,1504,A,44,91
PROP204185,"Gym, Lift, Intercom, Wifi, Parking",19,Needs Renovation,,F,81,77
PROP204186,"Wifi, Club House, Intercom, Play Area",2,Needs Renovation,2782,C,95,88
PROP204187,"Security, CCTV, Wifi",17,New,4013,D,68,87
PROP204188,"CCTV, Lift",11,Needs Renovation,3387,F,84,92
PROP204189,"CCTV, Security, Parking, Power Backup, Club House",19,Good,3316,E,41,70
PROP204190,"Power Backup, Wifi, Parking, CCTV, Garden",33,New,2248,B,58,70
PROP204191,"Pool, Gym",18,New,3244,C,50,71
PROP204192,"Club House, Garden, Pool, Intercom",33,New,1574,F,,78
PROP204193,"Pool, Power Backup, Security",35,Old,,E,,75
PROP204194,"Power Backup, Play Area, Parking",3,Old,2424,C,44,69
PROP204195,"Pool, Gym, CCTV",9,Needs Renovation,,B,93,95
PROP204196,"Security, CCTV, Power Backup, Club House, Play Area",3,New,2551,A,80,43
PROP204197,"Intercom, Lift, Garden",2,Good,2493,B,65,66
PROP204198,"CCTV, Garden, Power Backup, Wifi",5,Needs Renovation,1905,D,60,
PROP204199,"Wifi, Lift, CCTV, Pool",22,New,2712,C,46,57
PROP204200,"Pool, Play Area",8,New,4291,F,58,81
PROP204201,"CCTV, Club House",7,Old,1783,C,92,47
PROP204202,"Wifi, Parking",,Old,,B,88,63
PROP204203,"Power Backup, Lift, Wifi",0,Good,4766,C,,
PROP204204,"Power Backup, Garden, Wifi, Intercom, Play Area",3,New,4108,E,66,52
PROP204205,"Intercom, Garden, Security, Club House",10,Old,3927,E,80,76
PROP204206,"Security, Club House",18,Old,1858,C,44,58
PROP204207,"Pool, Parking, Intercom",30,Needs Renovation,3107,A,50,
PROP204208,"Pool, Garden, Lift, CCTV",14,New,3274,D,87,48
PROP204209,"Lift, Garden, Gym, Wifi",39,Needs Renovation,1051,D,67,95
PROP204210,"Garden, CCTV",24,Needs Renovation,3074,E,67,87
PROP204211,"Lift, Power Backup",33,New,2631,D,87,97
PROP204212,"Club House, Intercom, Gym, Play Area",7,Needs Renovation,2683,A,92,69
PROP204213,"Pool, Security, Garden, Gym, Parking",2,Good,3402,F,87,98
PROP204214,"Power Backup, Play Area",18,New,1211,B,72,
PROP204215,"Club House, Power Backup, Security, CCTV",33,Good,3167,F,87,58
PROP204216,"Club House, Lift, Security",,New,1184,D,50,95
PROP204217,"Pool, Parking",37,Needs Renovation,3913,B,48,43
PROP204218,"Garden, Club House, Security, CCTV",8,Old,4252,C,91,62
PROP204219,"Security, Wifi",28,Good,,A,40,80
PROP204220,"Lift, Play Area, Power Backup",22,Good,2743,D,64,78
PROP204221,"Power Backup, Garden, CCTV, Lift, Parking",13,Good,3789,C,42,60
PROP204222,"Play Area, Club House",26,Good,3482,B,43,99
PROP204223,"Club House, Gym, Garden, CCTV",13,Old,,F,50,67
PROP204224,"Security, Club House, Garden",0,Needs Renovation,,E,59,85
PROP204225,"Wifi, Pool, CCTV, Gym, Lift",17,Needs Renovation,3483,F,,96
PROP204226,"Parking, CCTV",22,Needs Renovation,0,C,49,38
PROP204227,"Club House, CCTV, Intercom, Lift",7,Needs Renovation,1952,D,50,40
PROP204228,"Wifi, Lift, Power Backup, Club House",0,New,1845,A,65,68
PROP204229,"Pool, Lift, Wifi, Gym, Security",31,Needs Renovation,2208,A,95,81
PROP204230,"Gym, Pool, Garden, Club House, CCTV",34,Old,1550,A,72,43
PROP204231,"Lift, Intercom",26,New,1438,B,97,
PROP204232,"Intercom, Parking, Garden, Gym, Pool",5,Old,0,F,72,30
PROP204233,"Intercom, Wifi, Security",35,New,2782,F,67,73
PROP204234,"Play Area, Power Backup, Security",31,Good,4971,C,49,58
PROP204235,"Security, CCTV, Intercom",26,Good,,F,57,81
PROP204236,"Club House, CCTV, Power Backup",3,Needs Renovation,756,D,98,66
PROP204237,"Parking, Wifi",20,New,1939,D,86,87
PROP204238,"Gym, Wifi",29,Old,0,E,,59
PROP204239,"Power Backup, Parking, Security, CCTV, Club House",4,Good,208,A,93,68
PROP204240,"Lift, Parking, Power Backup",5,Needs Renovation,2868,D,54,85
PROP204241,"Play Area, Lift, Intercom, Wifi",,Good,201,D,48,62
PROP204242,"Wifi, CCTV, Garden, Club House, Play Area",25,Old,2063,A,95,62
PROP204243,"Power Backup, Garden",20,Needs Renovation,2913,B,,90
PROP204244,"Club House, Intercom, Power Backup, Security, Lift",39,Old,1769,C,56,45
PROP204245,"Intercom, Pool, Gym",8,Needs Renovation,2602,F,77,36
PROP204246,"Lift, Pool, Wifi",21,Needs Renovation,3939,C,82,88
PROP204247,"Power Backup, Pool, Play Area, CCTV",22,Needs Renovation,1963,F,74,67
PROP204248,"Wifi, Garden",,Old,2610,E,41,72
PROP204249,"Pool, CCTV, Security, Lift, Gym",8,Old,1819,F,95,78
PROP204250,"Garden, Lift, Intercom, CCTV",14,Good,4193,D,74,56
PROP204251,"Gym, Parking, CCTV, Play Area, Club House",25,Old,2019,F,68,45
PROP204252,"CCTV, Security",22,New,1641,A,69,35
PROP204253,"CCTV, Play Area",29,New,3243,B,42,45
PROP204254,"Security, Club House",21,Old,1648,D,48,64
PROP204255,"Wifi, Club House",28,Old,3435,F,92,91
PROP204256,"CCTV, Play Area, Lift, Garden, Security",1,New,2581,E,75,66
PROP204257,"Pool, Garden, CCTV, Play Area",1,Needs Renovation,4309,C,73,36
PROP204258,"Intercom, Play Area, Security",5,Old,3677,B,51,98
PROP204259,"Intercom, Parking",11,Old,2776,A,89,97
PROP204260,"Club House, Lift",7,Good,3834,A,94,79
PROP204261,"Wifi, Pool, Gym, Garden",2,Good,2597,A,77,37
PROP204262,"Garden, Security",10,Good,3006,A,94,99
PROP204263,"Security, Power Backup, Intercom, Garden",20,Good,2852,C,92,96
PROP204264,"Parking, Power Backup",27,Old,3386,E,50,97
PROP204265,"Power Backup, Garden, CCTV",38,New,4402,C,98,87
PROP204266,"Play Area, Lift",26,New,2153,E,53,81
PROP204267,"Power Backup, Pool, Play Area",3,Good,3589,A,,57
PROP204268,"Parking, Intercom",24,Needs Renovation,4310,D,,89
PROP204269,"Lift, Intercom, Power Backup",16,Needs Renovation,1282,F,82,
PROP204270,"Garden, Lift, Intercom, Gym, CCTV",23,New,3266,B,73,66
PROP204271,"Lift, Parking, Club House, Power Backup",4,Needs Renovation,2742,A,98,40
PROP204272,"Garden, Gym, Parking",23,Good,3551,C,,86
PROP204273,"Security, Parking, Play Area",5,Needs Renovation,1638,E,49,46
PROP204274,"Wifi, Power Backup, Garden",16,Good,4474,B,64,86
PROP204275,"Security, Pool",15,Good,2212,D,59,35
PROP204276,"Gym, CCTV, Security, Lift",,Old,4594,A,55,83
PROP204277,"Wifi, Power Backup, Club House",17,Old,2954,C,99,47
PROP204278,"Wifi, CCTV, Pool, Lift",20,New,5226,B,72,55
PROP204279,"Play Area, Power Backup",33,Needs Renovation,,F,84,92
PROP204280,"Intercom, Wifi, Pool, CCTV, Garden",32,Old,2950,E,96,36
PROP204281,"Club House, Security, Parking",23,Old,3366,D,41,83
PROP204282,"Wifi, Parking, Club House",4,New,485,C,76,32
PROP204283,"Garden, Play Area, Gym, Security",2,Old,1888,E,57,61
PROP204284,"Club House, Parking",,Good,2315,C,98,96
PROP204285,"Power Backup, Intercom, Lift, Security",37,Good,4100,D,47,32
PROP204286,"Power Backup, Garden, Security, Intercom",24,Needs Renovation,3058,A,53,35
PROP204287,"Security, Gym",27,Old,2445,A,97,44
PROP204288,"Lift, Wifi, Intercom",14,New,4341,F,69,69
PROP204289,"Garden, Play Area",2,Good,2876,B,75,92
PROP204290,"Club House, Parking, Lift, Gym",3,Good,,C,75,87
PROP204291,"Play Area, Garden",22,New,3643,C,93,60
PROP204292,"CCTV, Intercom, Pool",18,Good,2729,E,60,61
PROP204293,"Parking, Pool, Club House",38,Good,1125,C,65,89
PROP204294,"Security, Pool, CCTV, Garden, Wifi",35,Good,3898,B,56,73
PROP204295,"Club House, CCTV, Power Backup",20,New,1103,B,53,77
PROP204296,"Wifi, Lift, Play Area, Security",27,New,2568,E,42,62
PROP204297,"Wifi, Club House, Lift",13,Old,,E,63,98
PROP204298,"Security, Pool, Gym",38,New,3338,D,42,77
PROP204299,"Wifi, Lift, Club House, Power Backup",28,Needs Renovation,1724,A,62,95
PROP204300,"CCTV, Intercom",37,Old,,C,55,55
PROP204301,"Security, Parking, Intercom",25,Good,3830,D,78,73
PROP204302,"Intercom, Club House",5,Old,2489,B,68,37
PROP204303,"CCTV, Pool, Power Backup",19,Old,1974,E,85,56
PROP204304,"Garden, Pool, Wifi, Security, Club House",8,Old,2250,C,99,63
PROP204305,"Pool, Play Area, Power Backup",26,Old,2027,A,98,30
PROP204306,"Security, Garden",30,Needs Renovation,3475,F,61,48
PROP204307,"Parking, CCTV, Wifi",21,Needs Renovation,4014,B,97,46
PROP204308,"Intercom, Club House, Pool, Play Area, Lift",37,Needs Renovation,2295,A,99,79
PROP204309,"Pool, Parking",35,Old,1846,D,67,45
PROP204310,"Lift, Garden, Power Backup",33,New,257,D,82,48
PROP204311,"Play Area, Pool, Security, Gym, Garden",,Needs Renovation,2775,A,57,83
PROP204312,"Intercom, Wifi, Pool, Parking",38,Good,2978,F,70,99
PROP204313,"CCTV, Pool, Intercom, Wifi, Gym",16,New,598,F,47,
PROP204314,"Club House, Parking, Lift, Intercom, Garden",24,Old,,D,,69
PROP204315,"Club House, Pool",24,New,2193,A,,66
PROP204316,"Pool, CCTV",12,Good,585,A,65,48
PROP204317,"Garden, Wifi, Lift, Pool, Play Area",15,Old,2691,D,94,39
PROP204318,"Club House, CCTV, Gym",34,Old,,C,89,85
PROP204319,"Garden, Play Area, CCTV",29,New,2751,D,,30
PROP204320,"Pool, Wifi, Parking, Garden, Play Area",0,Needs Renovation,4046,E,62,44
PROP204321,"Wifi, Intercom, Lift, Gym",18,New,3197,B,93,38
PROP204322,"Pool, Lift, Garden, Power Backup",34,Old,2013,B,71,31
PROP204323,"CCTV, Parking, Pool, Wifi, Lift",26,Good,3901,C,77,68
PROP204324,"Intercom, CCTV, Pool",15,Old,3020,B,96,80
PROP204325,"Intercom, CCTV",36,New,3880,A,81,31
PROP204326,"Wifi, Gym",21,Needs Renovation,2515,B,96,65
PROP204327,"CCTV, Intercom, Club House",5,Needs Renovation,4726,E,41,82
PROP204328,"Security, Gym, Wifi, Intercom",21,Needs Renovation,799,F,78,92
PROP204329,"Lift, Intercom, Gym, Parking, Wifi",8,Needs Renovation,1904,F,76,
PROP204330,"Gym, Pool",20,Good,1711,B,70,78
PROP204331,"CCTV, Gym",1,New,1634,F,56,
PROP204332,"CCTV, Gym, Security, Parking",29,Old,3177,C,86,58
PROP204333,"Intercom, Power Backup, Pool, Security, Club House",2,New,4997,B,97,55
PROP204334,"Gym, Lift",30,New,1886,C,53,69
PROP204335,"Garden, Intercom",29,Old,2440,D,66,89
PROP204336,"Garden, Play Area, Club House",1,Old,4214,F,77,91
PROP204337,"Gym, Pool",15,Good,1645,A,47,65
PROP204338,"Club House, Garden, Intercom",26,Old,5937,E,57,98
PROP204339,"Gym, Wifi, CCTV, Pool, Lift",16,Needs Renovation,2596,F,75,63
PROP204340,"Lift, Pool, Gym, Garden, Parking",11,Good,718,F,96,45
PROP204341,"Wifi, Play Area",20,Good,4849,C,68,30
PROP204342,"Play Area, CCTV, Club House, Power Backup",32,Good,3435,A,68,
PROP204343,"Play Area, CCTV, Security",4,New,869,A,86,33
PROP204344,"Play Area, Garden, Wifi, Security",28,New,3072,A,70,60
PROP204345,"Gym, Wifi, Play Area, Garden, Security",7,Good,2769,A,67,47
PROP204346,"Pool, CCTV, Parking, Club House, Gym",5,Old,958,B,49,82
PROP204347,"Gym, Intercom, CCTV, Parking, Pool",25,Needs Renovation,2037,B,82,65
PROP204348,"Wifi, CCTV",1,Old,4535,A,82,66
PROP204349,"Lift, Club House, Play Area",34,Good,1726,D,97,99
PROP204350,"Wifi, Pool, Garden",17,Old,1620,F,68,50
PROP204351,"Lift, Gym",27,Old,,A,40,86
PROP204352,"Pool, Wifi, Power Backup, Intercom, Parking",34,Needs Renovation,3112,F,87,93
PROP204353,"Play Area, Security, Garden",39,Good,2522,A,77,
PROP204354,"Play Area, Pool, Intercom, CCTV, Gym",29,Needs Renovation,1580,E,84,47
PROP204355,"Garden, Power Backup, CCTV",12,Needs Renovation,417,A,68,47
PROP204356,"Gym, Power Backup, Club House, Lift, Wifi",9,Good,2671,C,79,56
PROP204357,"Garden, Play Area, Power Backup, Lift",30,New,4227,B,78,45
PROP204358,"Intercom, Gym, Play Area, Lift, Pool",24,Good,,C,80,78
PROP204359,"Power Backup, Pool, Garden, Wifi, Club House",3,Good,4396,D,70,72
PROP204360,"Gym, Intercom, Power Backup, Lift, Garden",13,Old,,A,,83
PROP204361,"Gym, Pool, Garden, CCTV",9,New,2668,D,45,68
PROP204362,"CCTV, Power Backup, Security, Parking",9,Needs Renovation,2774,B,76,84
PROP204363,"Club House, Power Backup, Garden, Play Area",31,Needs Renovation,3254,F,70,74
PROP204364,"Garden, Intercom",33,Old,3505,F,58,62
PROP204365,"Security, Wifi, Gym, Play Area, Power Backup",30,New,,B,62,95
PROP204366,"CCTV, Pool, Garden, Intercom",28,Needs Renovation,3350,F,75,60
PROP204367,"Intercom, Club House, Lift, CCTV, Security",39,Old,0,A,64,44
PROP204368,"Club House, Garden, Intercom",31,New,1672,C,92,59
PROP204369,"Garden, Wifi, Parking, CCTV, Play Area",26,Needs Renovation,3141,D,87,98
PROP204370,"Pool, Garden",10,Old,,A,70,62
PROP204371,"Garden, Security, Gym, Play Area, Intercom",24,New,1292,D,74,
PROP204372,"Wifi, CCTV",30,New,3580,D,72,67
PROP204373,"Intercom, Parking, Security, Lift",27,New,2616,C,57,57
PROP204374,"Play Area, Gym, Lift",35,Needs Renovation,,E,53,45
PROP204375,"Lift, Intercom, Security, Wifi",0,Needs Renovation,2414,D,81,44
PROP204376,"Club House, Gym, Garden, Wifi, Play Area",32,Needs Renovation,2172,C,75,70
PROP204377,"Lift, Security, Parking, Wifi, Club House",2,Good,3384,C,88,93
PROP204378,"Pool, Gym, Club House, Intercom, CCTV",19,New,1813,C,55,76
PROP204379,"Power Backup, Garden, Lift, Gym, Club House",33,Needs Renovation,2740,F,74,
PROP204380,"Lift, Gym",9,Good,,D,47,41
PROP204381,"Garden, Wifi, Pool, CCTV, Intercom",36,Old,3113,E,67,75
PROP204382,"Lift, Club House, Gym, Wifi, Pool",33,Good,2224,D,40,58
PROP204383,"Play Area, Garden, Club House, Parking",8,New,3516,C,44,99
PROP204384,"Security, Power Backup, Wifi",18,Needs Renovation,1364,A,77,50
PROP204385,"Lift, CCTV, Power Backup, Wifi, Gym",36,New,2011,D,60,36
PROP204386,"Intercom, Play Area, Parking",15,New,3510,D,64,67
PROP204387,"Security, Wifi, Club House",19,Good,3086,D,77,88
PROP204388,"Wifi, Parking, Pool, Garden, CCTV",36,New,3042,E,81,64
PROP204389,"Parking, Club House, Pool, Garden, Security",5,Good,1429,D,,
PROP204390,"Security, Play Area, Gym, Pool, Lift",8,Good,748,B,64,30
PROP204391,"Power Backup, Garden, CCTV, Parking, Pool",8,New,981,A,57,44
PROP204392,"Security, Wifi, Garden",25,New,1383,E,88,37
PROP204393,"CCTV, Garden",20,Old,2015,E,70,80
PROP204394,"CCTV, Lift, Power Backup, Pool, Garden",,Good,1465,D,45,97
PROP204395,"Pool, CCTV, Parking, Play Area",11,New,3184,D,44,59
PROP204396,"Play Area, Parking",14,Old,2505,E,86,
PROP204397,"Power Backup, Pool, Garden, Gym",12,Needs Renovation,5462,E,52,71
